OBJECTID,GEO.id,dec_ma,dec_tp,dec_mp,dec_mpp,dec_fp,dec_fpp,dec_aap,dec_aapp,acs_ma,acs_tp,acs_mp,acs_mpp,acs_fp,acs_fpp,acs_aap,acs_aapp
714,1400000US24033804102,31.4,5260,2478,47.1,2782,52.9,4315,82.0,30.2,6673,2882,43.2,3791,56.8,4206,63.0
715,1400000US24033804200,40.1,3093,1485,48.0,1608,52.0,1258,40.7,41.6,3136,1490,47.5,1646,52.5,1168,37.2
716,1400000US24033804300,29.9,3475,1701,48.9,1774,51.1,2728,78.5,29.3,3753,1768,47.1,1985,52.9,2296,61.2
717,1400000US24033804600,33.4,2862,1389,48.5,1473,51.5,1517,53.0,30.4,2951,1431,48.5,1520,51.5,1075,36.4
718,1400000US24033804700,34.6,3825,1925,50.3,1900,49.7,1779,46.5,39.4,3633,1923,52.9,1710,47.1,1466,40.4
719,1400000US24033804801,,,,,,,,,35.8,2413,1258,52.1,1155,47.9,1929,79.9
720,1400000US24033804802,,,,,,,,,30.5,2744,1378,50.2,1366,49.8,1737,63.3
721,1400000US24033805000,32.9,5238,2327,44.4,2911,55.6,4223,80.6,33.5,5250,2021,38.5,3229,61.5,3115,59.3
722,1400000US24033805101,30.1,3389,1781,52.6,1608,47.4,1687,49.8,30.7,3780,2090,55.3,1690,44.7,1434,37.9
723,1400000US24033805201,31.7,3890,1926,49.5,1964,50.5,2458,63.2,30.6,4072,1952,47.9,2120,52.1,2089,51.3
724,1400000US24033805202,32.5,3682,1772,48.1,1910,51.9,2808,76.3,30.5,4010,2158,53.8,1852,46.2,2777,69.3
725,1400000US24033805500,30.8,4201,2081,49.5,2120,50.5,1968,46.8,35.3,3252,1712,52.6,1540,47.4,1183,36.4
726,1400000US24033805602,26.1,5142,2994,58.2,2148,41.8,1381,26.9,27.4,4958,3436,69.3,1522,30.7,419,8.5
727,1400000US24033805700,30.1,5403,2719,50.3,2684,49.7,2172,40.2,33.2,5449,3018,55.4,2431,44.6,1618,29.7
728,1400000US24033805801,33.7,3841,1849,48.1,1992,51.9,1795,46.7,29.5,4888,2516,51.5,2372,48.5,1580,32.3
729,1400000US24033805802,32.0,3483,1750,50.2,1733,49.8,1517,43.6,26.7,3722,2061,55.4,1661,44.6,1241,33.3
730,1400000US24033805906,,,,,,,,,26.6,3008,1568,52.1,1440,47.9,1028,34.2
731,1400000US24033805907,,,,,,,,,28.7,3864,1828,47.3,2036,52.7,2042,52.8
732,1400000US24033805908,,,,,,,,,33.6,2324,1221,52.5,1103,47.5,1511,65.0
733,1400000US24033805909,,,,,,,,,27.6,4245,2265,53.4,1980,46.6,2077,48.9
734,1400000US24033806000,33.4,4098,1991,48.6,2107,51.4,1970,48.1,33.6,4789,2344,48.9,2445,51.1,1544,32.2
735,1400000US24033806100,37.9,4417,1998,45.2,2419,54.8,1566,35.5,39.4,4734,2286,48.3,2448,51.7,1749,36.9
736,1400000US24033806300,33.1,1903,960,50.4,943,49.6,765,40.2,31.2,1978,1002,50.7,976,49.3,637,32.2
737,1400000US24033806400,40.2,3131,1565,50.0,1566,50.0,214,6.8,43.3,3285,1664,50.7,1621,49.3,254,7.7
738,1400000US24033806501,28.3,4637,2477,53.4,2160,46.6,1772,38.2,28.5,5188,2893,55.8,2295,44.2,1671,32.2
739,1400000US24033806601,28.1,4294,2255,52.5,2039,47.5,1906,44.4,30.4,4223,2274,53.8,1949,46.2,1228,29.1
740,1400000US24033806706,41.3,3553,1664,46.8,1889,53.2,1675,47.1,34.3,3545,1608,45.4,1937,54.6,1663,46.9
741,1400000US24033806708,36.0,4126,1977,47.9,2149,52.1,694,16.8,37.4,4876,2115,43.4,2761,56.6,1498,30.7
742,1400000US24033806710,34.9,4818,2293,47.6,2525,52.4,2272,47.2,35.7,6230,2724,43.7,3506,56.3,3965,63.6
743,1400000US24033803607,38.3,2994,1476,49.3,1518,50.7,2084,69.6,38.8,3287,1653,50.3,1634,49.7,2147,65.3
744,1400000US24031701417,29.8,4690,2023,43.1,2667,56.9,2218,47.3,30.3,5582,2547,45.6,3035,54.4,3296,59.0
745,1400000US24033801908,,,,,,,,,32.8,3726,1702,45.7,2024,54.3,3615,97.0
746,1400000US24033807405,39.7,4804,2327,48.4,2477,51.6,742,15.4,39.8,5016,2459,49.0,2557,51.0,862,17.2
747,1400000US24031704502,44.5,2679,1287,48.0,1392,52.0,82,3.1,45.2,2637,1184,44.9,1453,55.1,6,0.2
748,1400000US24031700832,,,,,,,,,35.9,2680,1398,52.2,1282,47.8,1004,37.5
749,1400000US24031700833,,,,,,,,,33.8,4299,2009,46.7,2290,53.3,694,16.1
750,1400000US24031700834,,,,,,,,,30.3,5033,2620,52.1,2413,47.9,1559,31.0
751,1400000US24031700835,,,,,,,,,36.4,4567,2342,51.3,2225,48.7,716,15.7
752,1400000US24031700902,35.0,3686,1796,48.7,1890,51.3,921,25.0,39.5,3241,1632,50.4,1609,49.6,782,24.1
753,1400000US24031700903,32.3,1852,888,47.9,964,52.1,412,22.2,32.1,1606,685,42.7,921,57.3,342,21.3
754,1400000US24031700904,36.8,1772,809,45.7,963,54.3,128,7.2,36.3,2617,1298,49.6,1319,50.4,61,2.3
755,1400000US24031700905,34.9,3944,1921,48.7,2023,51.3,136,3.4,34.3,4056,1936,47.7,2120,52.3,66,1.6
756,1400000US24031701001,39.0,5397,2573,47.7,2824,52.3,365,6.8,44.1,5426,2552,47.0,2874,53.0,829,15.3
757,1400000US24031701004,38.5,4986,2428,48.7,2558,51.3,461,9.2,40.6,5106,2492,48.8,2614,51.2,409,8.0
758,1400000US24031701005,40.1,2692,1255,46.6,1437,53.4,135,5.0,41.5,3095,1430,46.2,1665,53.8,101,3.3
759,1400000US24031701006,,,,,,,,,46.4,5844,2566,43.9,3278,56.1,152,2.6
760,1400000US24031701007,,,,,,,,,34.2,3143,1308,41.6,1835,58.4,191,6.1
761,1400000US24031701101,38.8,4333,2147,49.5,2186,50.5,278,6.4,41.0,4299,1987,46.2,2312,53.8,418,9.7
762,1400000US24031701201,36.5,5889,2852,48.4,3037,51.6,347,5.9,32.7,5332,2590,48.6,2742,51.4,333,6.2
763,1400000US24031701202,42.9,2610,1232,47.2,1378,52.8,29,1.1,48.7,2615,1262,48.3,1353,51.7,26,1.0
764,1400000US24031701205,45.2,5587,2712,48.5,2875,51.5,84,1.5,47.3,6448,3062,47.5,3386,52.5,147,2.3
765,1400000US24031701206,43.4,6326,3088,48.8,3238,51.2,165,2.6,42.6,6339,3167,50.0,3172,50.0,261,4.1
766,1400000US24031701211,35.5,3720,1821,49.0,1899,51.0,425,11.4,37.2,5589,2575,46.1,3014,53.9,535,9.6
767,1400000US24031701212,41.4,2801,1419,50.7,1382,49.3,164,5.9,45.6,2752,1390,50.5,1362,49.5,352,12.8
768,1400000US24031701213,42.2,5030,2234,44.4,2796,55.6,142,2.8,41.8,5039,2235,44.4,2804,55.6,126,2.5
769,1400000US24031701214,34.8,1823,812,44.5,1011,55.5,48,2.6,32.1,2454,1007,41.0,1447,59.0,157,6.4
770,1400000US24031701216,,,,,,,,,42.5,3529,1746,49.5,1783,50.5,350,9.9
771,1400000US24031701218,,,,,,,,,51.9,2483,958,38.6,1525,61.4,198,8.0
772,1400000US24031701219,,,,,,,,,35.6,3081,1525,49.5,1556,50.5,665,21.6
773,1400000US24031701220,,,,,,,,,42.1,4155,1975,47.5,2180,52.5,187,4.5
774,1400000US24031701221,,,,,,,,,40.6,4570,2142,46.9,2428,53.1,363,7.9
775,1400000US24031701303,46.1,3758,1845,49.1,1913,50.9,171,4.6,45.4,3790,1897,50.1,1893,49.9,367,9.7
776,1400000US24031701306,38.9,2958,1454,49.2,1504,50.8,160,5.4,42.4,3237,1483,45.8,1754,54.2,219,6.8
777,1400000US24031701307,38.8,2667,1291,48.4,1376,51.6,226,8.5,38.8,3623,1816,50.1,1807,49.9,241,6.7
778,1400000US24031701308,42.2,2379,1162,48.8,1217,51.2,274,11.5,44.3,3042,1649,54.2,1393,45.8,426,14.0
779,1400000US24031701312,37.4,6192,2981,48.1,3211,51.9,482,7.8,39.7,5944,2752,46.3,3192,53.7,509,8.6
780,1400000US24031701314,,,,,,,,,38.0,2831,1335,47.2,1496,52.8,362,12.8
781,1400000US24031701315,,,,,,,,,37.8,4192,1980,47.2,2212,52.8,586,14.0
782,1400000US24031701316,,,,,,,,,45.4,6011,2674,44.5,3337,55.5,858,14.3
783,1400000US24031701317,,,,,,,,,42.9,4030,2006,49.8,2024,50.2,295,7.3
784,1400000US24031701408,41.0,5456,2717,49.8,2739,50.2,710,13.0,45.1,6521,3340,51.2,3181,48.8,1184,18.2
785,1400000US24031701410,33.4,6780,3192,47.1,3588,52.9,2246,33.1,33.5,7428,3296,44.4,4132,55.6,3807,51.3
786,1400000US24031701414,36.8,7197,3354,46.6,3843,53.4,2303,32.0,41.5,7579,3337,44.0,4242,56.0,2914,38.4
787,1400000US24031701415,39.4,7588,3640,48.0,3948,52.0,2406,31.7,43.0,7505,3303,44.0,4202,56.0,2669,35.6
788,1400000US24031701418,,,,,,,,,36.2,3263,1656,50.8,1607,49.2,1250,38.3
789,1400000US24031701420,,,,,,,,,59.1,7079,3375,47.7,3704,52.3,2016,28.5
790,1400000US24031701421,,,,,,,,,28.1,1696,691,40.7,1005,59.3,1312,77.4
791,1400000US24031701423,,,,,,,,,32.4,4997,2188,43.8,2809,56.2,2323,46.5
792,1400000US24031701503,42.0,6378,3066,48.1,3312,51.9,1349,21.2,42.9,6920,3515,50.8,3405,49.2,2442,35.3
793,1400000US24031701505,35.9,6483,3023,46.6,3460,53.4,2436,37.6,34.1,6807,3227,47.4,3580,52.6,2336,34.3
794,1400000US24031701506,42.7,4914,2370,48.2,2544,51.8,860,17.5,45.3,4731,2260,47.8,2471,52.2,1230,26.0
795,1400000US24031701507,43.4,5204,2518,48.4,2686,51.6,952,18.3,45.5,5090,2545,50.0,2545,50.0,1263,24.8
796,1400000US24031701509,,,,,,,,,34.3,5578,2611,46.8,2967,53.2,2312,41.4
797,1400000US24031701602,,,,,,,,,30.3,6080,3153,51.9,2927,48.1,1391,22.9
798,1400000US24031701701,37.2,3630,1690,46.6,1940,53.4,871,24.0,39.4,3234,1561,48.3,1673,51.7,756,23.4
799,1400000US24031701702,29.8,2680,1273,47.5,1407,52.5,1016,37.9,27.4,2770,1236,44.6,1534,55.4,1353,48.8
800,1400000US24031701703,35.2,3395,1676,49.4,1719,50.6,1250,36.8,39.4,3846,1717,44.6,2129,55.4,1613,41.9
801,1400000US24031701704,37.7,2702,1269,47.0,1433,53.0,948,35.1,38.4,2559,1227,47.9,1332,52.1,699,27.3
802,1400000US24031701800,37.2,4850,2232,46.0,2618,54.0,1762,36.3,41.7,4327,2187,50.5,2140,49.5,1644,38.0
803,1400000US24031702000,29.8,5275,2688,51.0,2587,49.0,1361,25.8,31.6,4886,2593,53.1,2293,46.9,1115,22.8
804,1400000US24031702101,32.7,5438,2653,48.8,2785,51.2,2225,40.9,33.3,5899,3046,51.6,2853,48.4,2380,40.3
805,1400000US24031701407,41.0,5627,2788,49.5,2839,50.5,1073,19.1,45.3,5652,2856,50.5,2796,49.5,1366,24.2
806,1400000US24031702200,37.0,4157,2010,48.4,2147,51.6,614,14.8,39.5,4103,2000,48.7,2103,51.3,480,11.7
807,1400000US24031702301,31.3,3783,1860,49.2,1923,50.8,1283,33.9,32.1,4241,2118,49.9,2123,50.1,1144,27.0
808,1400000US24031702302,35.4,4099,1939,47.3,2160,52.7,1003,24.5,36.0,4200,1994,47.5,2206,52.5,1180,28.1
809,1400000US24031702401,38.7,2543,1257,49.4,1286,50.6,433,17.0,41.3,2414,1053,43.6,1361,56.4,506,21.0
810,1400000US24031702402,34.5,4582,2193,47.9,2389,52.1,1749,38.2,35.5,4026,1983,49.3,2043,50.7,1527,37.9
811,1400000US24031702601,34.2,4242,1869,44.1,2373,55.9,2064,48.7,30.5,4380,2094,47.8,2286,52.2,1844,42.1
812,1400000US24031702602,30.5,4558,2077,45.6,2481,54.4,1686,37.0,29.5,4395,1989,45.3,2406,54.7,1363,31.0
813,1400000US24031702700,34.2,6607,3224,48.8,3383,51.2,1803,27.3,40.1,6207,3034,48.9,3173,51.1,1512,24.4
814,1400000US24031702800,37.5,4545,2071,45.6,2474,54.4,1324,29.1,40.3,4576,2306,50.4,2270,49.6,1209,26.4
815,1400000US24031702900,42.5,5088,2419,47.5,2669,52.5,870,17.1,43.6,5160,2419,46.9,2741,53.1,827,16.0
816,1400000US24031703000,38.0,1682,832,49.5,850,50.5,193,11.5,36.4,1833,898,49.0,935,51.0,300,16.4
817,1400000US24031703100,36.9,4350,2125,48.9,2225,51.1,547,12.6,38.6,4221,2115,50.1,2106,49.9,572,13.6
818,1400000US24031703202,44.4,5280,2501,47.4,2779,52.6,324,6.1,44.1,5757,2876,50.0,2881,50.0,487,8.5
819,1400000US24031703206,41.3,3513,1745,49.7,1768,50.3,527,15.0,38.4,3771,1964,52.1,1807,47.9,1023,27.1
820,1400000US24031703207,31.9,5309,2626,49.5,2683,50.5,1442,27.2,29.5,5058,2491,49.2,2567,50.8,1566,31.0
821,1400000US24031703208,44.3,5181,2527,48.8,2654,51.2,817,15.8,44.1,5336,2522,47.3,2814,52.7,933,17.5
822,1400000US24031703210,39.8,3092,1485,48.0,1607,52.0,610,19.7,39.2,3411,1691,49.6,1720,50.4,680,19.9
823,1400000US24031703212,38.2,7548,3600,47.7,3948,52.3,2056,27.2,38.7,7907,3668,46.4,4239,53.6,2772,35.1
824,1400000US24031703213,30.2,5463,2502,45.8,2961,54.2,2231,40.8,29.6,5569,2596,46.6,2973,53.4,2754,49.5
825,1400000US24031703214,30.6,6699,3192,47.6,3507,52.4,2408,35.9,33.0,6487,3249,50.1,3238,49.9,3405,52.5
826,1400000US24031703215,35.5,2997,1401,46.7,1596,53.3,957,31.9,38.9,2817,1366,48.5,1451,51.5,858,30.5
827,1400000US24031703216,,,,,,,,,68.2,3501,1464,41.8,2037,58.2,764,21.8
828,1400000US24031703219,,,,,,,,,79.0,3379,1146,33.9,2233,66.1,304,9.0
829,1400000US24031703220,,,,,,,,,41.8,4614,1970,42.7,2644,57.3,1557,33.7
830,1400000US24031703221,,,,,,,,,38.8,4977,2405,48.3,2572,51.7,1297,26.1
831,1400000US24031703302,37.0,3689,1871,50.7,1818,49.3,391,10.6,32.8,4251,2063,48.5,2188,51.5,412,9.7
832,1400000US24031703401,37.6,4764,2358,49.5,2406,50.5,541,11.4,35.5,5447,2686,49.3,2761,50.7,647,11.9
833,1400000US24031703403,35.1,3290,1586,48.2,1704,51.8,425,12.9,35.7,3366,1805,53.6,1561,46.4,426,12.7
834,1400000US24031703404,32.0,2904,1473,50.7,1431,49.3,649,22.3,33.0,2930,1521,51.9,1409,48.1,448,15.3
835,1400000US24031703501,32.8,6192,3039,49.1,3153,50.9,1155,18.7,35.7,6191,3150,50.9,3041,49.1,1428,23.1
836,1400000US24031703502,41.3,2942,1416,48.1,1526,51.9,445,15.1,37.1,3208,1542,48.1,1666,51.9,321,10.0
837,1400000US24031703601,39.1,4236,1982,46.8,2254,53.2,538,12.7,38.5,4265,1712,40.1,2553,59.9,434,10.2
838,1400000US24031703701,34.3,3609,1787,49.5,1822,50.5,544,15.1,35.4,3570,1910,53.5,1660,46.5,152,4.3
839,1400000US24031703702,35.2,3715,1869,50.3,1846,49.7,519,14.0,37.9,3702,1889,51.0,1813,49.0,469,12.7
840,1400000US24031703800,34.0,2070,1081,52.2,989,47.8,364,17.6,32.4,3141,1475,47.0,1666,53.0,972,30.9
841,1400000US24031703901,39.5,2838,1336,47.1,1502,52.9,435,15.3,37.9,2908,1377,47.4,1531,52.6,375,12.9
842,1400000US24031704000,37.7,6059,2806,46.3,3253,53.7,1174,19.4,37.3,6107,2755,45.1,3352,54.9,1445,23.7
843,1400000US24031704100,44.8,4553,2123,46.6,2430,53.4,150,3.3,44.6,4491,2071,46.1,2420,53.9,169,3.8
844,1400000US24031704200,41.7,1873,879,46.9,994,53.1,47,2.5,44.2,1858,934,50.3,924,49.7,122,6.6
845,1400000US24031704300,39.5,3390,1624,47.9,1766,52.1,28,0.8,38.9,3849,1720,44.7,2129,55.3,245,6.4
846,1400000US24031704401,41.7,3059,1482,48.4,1577,51.6,187,6.1,47.8,3314,1626,49.1,1688,50.9,368,11.1
847,1400000US24031704404,,,,,,,,,43.4,5312,2616,49.2,2696,50.8,237,4.5
848,1400000US24031704501,41.9,3464,1655,47.8,1809,52.2,152,4.4,42.8,3115,1462,46.9,1653,53.1,115,3.7
849,1400000US24031704503,38.3,3491,1679,48.1,1812,51.9,98,2.8,38.0,3747,2016,53.8,1731,46.2,8,0.2
850,1400000US24031704600,39.4,4987,2275,45.6,2712,54.4,93,1.9,39.7,5155,2502,48.5,2653,51.5,233,4.5
851,1400000US24031704700,40.9,3792,1839,48.5,1953,51.5,46,1.2,44.1,3746,1810,48.3,1936,51.7,52,1.4
852,1400000US24031704803,,,,,,,,,35.7,3211,1246,38.8,1965,61.2,242,7.5
853,1400000US24031704805,,,,,,,,,45.2,1329,557,41.9,772,58.1,240,18.1
854,1400000US24031704806,,,,,,,,,31.5,2810,1490,53.0,1320,47.0,62,2.2
855,1400000US24031705000,38.5,4616,2234,48.4,2382,51.6,218,4.7,37.2,4779,2544,53.2,2235,46.8,183,3.8
856,1400000US24031705100,45.4,5000,2296,45.9,2704,54.1,194,3.9,45.9,5402,2469,45.7,2933,54.3,216,4.0
857,1400000US24031705200,45.2,3138,1502,47.9,1636,52.1,102,3.3,45.9,3202,1534,47.9,1668,52.1,142,4.4
858,1400000US24031705400,43.1,2726,1263,46.3,1463,53.7,24,0.9,44.4,2795,1349,48.3,1446,51.7,32,1.1
859,1400000US24031705501,,,,,,,,,57.4,2569,950,37.0,1619,63.0,98,3.8
860,1400000US24031705502,,,,,,,,,46.7,4056,2085,51.4,1971,48.6,68,1.7
861,1400000US24031705702,47.6,4560,2101,46.1,2459,53.9,39,0.9,46.6,4289,2095,48.8,2194,51.2,0,0.0
862,1400000US24031705800,43.2,5778,2834,49.0,2944,51.0,133,2.3,45.6,5838,2795,47.9,3043,52.1,70,1.2
863,1400000US24031705902,45.4,4137,1933,46.7,2204,53.3,114,2.8,45.2,4311,2030,47.1,2281,52.9,265,6.1
864,1400000US24031705903,44.8,4284,2050,47.9,2234,52.1,79,1.8,43.6,4416,2143,48.5,2273,51.5,11,0.2
865,1400000US24031706005,46.4,4445,2158,48.5,2287,51.5,151,3.4,48.1,4367,2151,49.3,2216,50.7,285,6.5
866,1400000US24031706007,43.7,7190,3421,47.6,3769,52.4,212,2.9,48.3,6842,3162,46.2,3680,53.8,151,2.2
867,1400000US24031706008,43.0,5355,2609,48.7,2746,51.3,126,2.4,46.1,5372,2586,48.1,2786,51.9,340,6.3
868,1400000US24031706009,42.3,5607,2747,49.0,2860,51.0,196,3.5,46.2,5475,2746,50.2,2729,49.8,347,6.3
869,1400000US24031706010,,,,,,,,,43.0,2881,1321,45.9,1560,54.1,495,17.2
870,1400000US24031706012,,,,,,,,,45.9,3507,1416,40.4,2091,59.6,474,13.5
871,1400000US24031706013,,,,,,,,,44.7,2716,1335,49.2,1381,50.8,242,8.9
872,1400000US24033800102,37.7,2714,1274,46.9,1440,53.1,526,19.4,38.9,3030,1453,48.0,1577,52.0,1281,42.3
873,1400000US24033800103,32.5,1898,1029,54.2,869,45.8,560,29.5,33.5,2132,1161,54.5,971,45.5,706,33.1
874,1400000US24033800105,34.3,3111,1426,45.8,1685,54.2,1187,38.2,34.9,3496,1637,46.8,1859,53.2,1773,50.7
875,1400000US24033800108,,,,,,,,,31.1,3375,1370,40.6,2005,59.4,1855,55.0
876,1400000US24033800109,,,,,,,,,29.0,4380,2005,45.8,2375,54.2,1906,43.5
877,1400000US24033800203,41.8,4083,2012,49.3,2071,50.7,381,9.3,39.5,4741,2345,49.5,2396,50.5,695,14.7
878,1400000US24033800206,31.3,3797,1805,47.5,1992,52.5,2258,59.5,32.7,4288,2062,48.1,2226,51.9,2715,63.3
879,1400000US24033800208,35.3,6120,3007,49.1,3113,50.9,2413,39.4,31.9,7290,3539,48.5,3751,51.5,3312,45.4
880,1400000US24033800210,28.8,2919,1367,46.8,1552,53.2,1764,60.4,28.4,2973,1642,55.2,1331,44.8,1754,59.0
881,1400000US24033800211,31.9,2881,1338,46.4,1543,53.6,1336,46.4,36.3,2823,1414,50.1,1409,49.9,1933,68.5
882,1400000US24033800212,,,,,,,,,41.8,2767,1032,37.3,1735,62.7,1462,52.8
883,1400000US24033800213,,,,,,,,,34.0,3948,1824,46.2,2124,53.8,2037,51.6
884,1400000US24033800215,,,,,,,,,32.2,2719,1137,41.8,1582,58.2,1769,65.1
885,1400000US24033800401,38.1,2493,1211,48.6,1282,51.4,279,11.2,42.7,2670,1278,47.9,1392,52.1,498,18.7
886,1400000US24033800402,39.6,5161,2518,48.8,2643,51.2,433,8.4,42.8,4953,2401,48.5,2552,51.5,915,18.5
887,1400000US24033800403,40.8,2715,1302,48.0,1413,52.0,236,8.7,40.0,4000,1976,49.4,2024,50.6,1447,36.2
888,1400000US24033800409,36.4,6327,3050,48.2,3277,51.8,2130,33.7,39.6,6426,3226,50.2,3200,49.8,3447,53.6
889,1400000US24033800410,,,,,,,,,26.0,6903,3146,45.6,3757,54.4,4121,59.7
890,1400000US24033800411,,,,,,,,,39.6,4222,2161,51.2,2061,48.8,2713,64.3
891,1400000US24033800412,,,,,,,,,35.1,3339,1500,44.9,1839,55.1,2152,64.5
892,1400000US24033800504,40.8,4763,2262,47.5,2501,52.5,424,8.9,38.5,4884,2269,46.5,2615,53.5,939,19.2
893,1400000US24033800505,38.3,2856,1432,50.1,1424,49.9,189,6.6,38.7,2561,1272,49.7,1289,50.3,442,17.3
894,1400000US24033800507,34.6,2155,1076,49.9,1079,50.1,879,40.8,37.9,2655,1344,50.6,1311,49.4,1500,56.5
895,1400000US24033800509,38.3,6196,2947,47.6,3249,52.4,5569,89.9,44.1,8383,3602,43.0,4781,57.0,7813,93.2
896,1400000US24033800511,34.9,5310,2542,47.9,2768,52.1,1957,36.9,36.7,5021,2279,45.4,2742,54.6,2844,56.6
897,1400000US24033800513,,,,,,,,,38.8,5334,2748,51.5,2586,48.5,2048,38.4
898,1400000US24033800515,,,,,,,,,37.8,3988,1704,42.7,2284,57.3,2238,56.1
899,1400000US24033800516,,,,,,,,,38.9,3227,1645,51.0,1582,49.0,1554,48.2
900,1400000US24033800517,,,,,,,,,41.4,4963,2295,46.2,2668,53.8,4457,89.8
901,1400000US24033800518,,,,,,,,,40.2,2962,1468,49.6,1494,50.4,2509,84.7
902,1400000US24033800520,,,,,,,,,33.9,2089,867,41.5,1222,58.5,1650,79.0
903,1400000US24033800601,38.2,2111,1009,47.8,1102,52.2,1740,82.4,41.4,1926,994,51.6,932,48.4,1668,86.6
904,1400000US24033800604,33.7,1745,830,47.6,915,52.4,1507,86.4,28.3,1705,721,42.3,984,57.7,1568,92.0
905,1400000US24033800605,33.1,4544,2674,58.8,1870,41.2,3450,75.9,34.3,5578,3124,56.0,2454,44.0,4632,83.0
906,1400000US24033800606,32.8,4041,1786,44.2,2255,55.8,2775,68.7,37.6,4473,2083,46.6,2390,53.4,3796,84.9
907,1400000US24033800607,,,,,,,,,41.6,5697,2496,43.8,3201,56.2,4653,81.7
908,1400000US24033800608,,,,,,,,,36.8,3086,1433,46.4,1653,53.6,2864,92.8
909,1400000US24033800701,36.8,4642,2225,47.9,2417,52.1,3693,79.6,39.9,4362,2258,51.8,2104,48.2,3736,85.6
910,1400000US24033800705,,,,,,,,,39.9,4099,2055,50.1,2044,49.9,3381,82.5
911,1400000US24033800706,,,,,,,,,41.1,3620,1725,47.7,1895,52.3,3141,86.8
912,1400000US24033800707,,,,,,,,,50.0,2685,1208,45.0,1477,55.0,2066,76.9
913,1400000US24033800800,40.7,3309,1700,51.4,1609,48.6,801,24.2,46.2,3475,1904,54.8,1571,45.2,1046,30.1
914,1400000US24033800900,39.2,1628,796,48.9,832,51.1,600,36.9,43.9,1568,788,50.3,780,49.7,768,49.0
915,1400000US24033801003,,,,,,,,,39.0,3491,1685,48.3,1806,51.7,2268,65.0
916,1400000US24033801004,,,,,,,,,38.6,3697,1861,50.3,1836,49.7,2690,72.8
917,1400000US24033801104,24.5,7925,4318,54.5,3607,45.5,1805,22.8,25.0,2719,1518,55.8,1201,44.2,517,19.0
918,1400000US24033801207,36.2,4465,2070,46.4,2395,53.6,3060,68.5,40.4,4209,1877,44.6,2332,55.4,3242,77.0
919,1400000US24033801208,,,,,,,,,40.2,3616,1749,48.4,1867,51.6,2881,79.7
920,1400000US24033801210,,,,,,,,,38.6,4635,1960,42.3,2675,57.7,3856,83.2
921,1400000US24033801211,,,,,,,,,39.6,3068,1453,47.4,1615,52.6,2363,77.0
922,1400000US24033801212,,,,,,,,,42.7,3388,1670,49.3,1718,50.7,2729,80.5
923,1400000US24033801213,,,,,,,,,41.5,3562,1673,47.0,1889,53.0,2795,78.5
924,1400000US24033801214,,,,,,,,,44.5,3813,1730,45.4,2083,54.6,2633,69.1
925,1400000US24033801215,,,,,,,,,33.8,2504,1163,46.4,1341,53.6,1986,79.3
926,1400000US24033801217,,,,,,,,,42.9,3479,1558,44.8,1921,55.2,2893,83.2
927,1400000US24033801302,39.3,2513,1247,49.6,1266,50.4,764,30.4,44.9,2835,1524,53.8,1311,46.2,1339,47.2
928,1400000US24033801305,38.8,4900,2355,48.1,2545,51.9,3928,80.2,36.6,5916,2777,46.9,3139,53.1,4197,70.9
929,1400000US24033801307,45.7,3431,1645,47.9,1786,52.1,2432,70.9,48.6,3587,1591,44.4,1996,55.6,2808,78.3
930,1400000US24033801309,44.6,3239,1570,48.5,1669,51.5,1789,55.2,44.9,3238,1575,48.6,1663,51.4,1850,57.1
931,1400000US24033801310,,,,,,,,,39.9,6183,3205,51.8,2978,48.2,4735,76.6
932,1400000US24033801311,,,,,,,,,37.5,5470,2560,46.8,2910,53.2,4184,76.5
933,1400000US24033801312,,,,,,,,,44.7,3897,1874,48.1,2023,51.9,2815,72.2
934,1400000US24033801404,38.3,4635,2170,46.8,2465,53.2,3118,67.3,40.6,4673,2425,51.9,2248,48.1,3162,67.7
935,1400000US24033801405,36.6,4046,1899,46.9,2147,53.1,2604,64.4,35.1,4964,2205,44.4,2759,55.6,2122,42.7
936,1400000US24033801406,32.4,3140,1393,44.4,1747,55.6,2732,87.0,37.0,3149,1255,39.9,1894,60.1,2580,81.9
937,1400000US24033801407,36.4,6232,2964,47.6,3268,52.4,5274,84.6,40.4,5940,2764,46.5,3176,53.5,5349,90.1
938,1400000US24033801408,,,,,,,,,39.9,3307,1219,36.9,2088,63.1,2894,87.5
939,1400000US24033801410,,,,,,,,,42.0,3825,1964,51.3,1861,48.7,2573,67.3
940,1400000US24033801411,,,,,,,,,40.6,3547,1709,48.2,1838,51.8,1911,53.9
941,1400000US24033801500,38.5,2620,1230,46.9,1390,53.1,2090,79.8,41.9,2189,1037,47.4,1152,52.6,1579,72.1
942,1400000US24033801600,29.9,2961,1348,45.5,1613,54.5,2837,95.8,34.7,2715,1345,49.5,1370,50.5,2524,93.0
943,1400000US24033801701,31.1,4533,2060,45.4,2473,54.6,3760,82.9,34.1,3807,1746,45.9,2061,54.1,3446,90.5
944,1400000US24033801704,31.0,4948,2272,45.9,2676,54.1,4697,94.9,31.0,5781,2756,47.7,3025,52.3,5052,87.4
945,1400000US24033801706,31.8,1938,877,45.3,1061,54.7,1712,88.3,34.7,1634,692,42.4,942,57.6,1340,82.0
946,1400000US24033801707,29.0,6326,2884,45.6,3442,54.4,5861,92.6,33.0,6252,2777,44.4,3475,55.6,5678,90.8
