2010,2000,DEC_MA,DEC_TP,DEC_MP,DEC_MPP,DEC_FP,DEC_FPP,DEC_AAP,DEC_AAPP,DEC_LF,DEC_LFP,DEC_EM,DEC_EMP,DEC_UE,DEC_UEP,DEC_NLF,DECNLFP,DEC_FLF,DEC_FLFP,D_E1824,D_E24LM,D_E24LF,D_NH24L,D_NH24LM,D_NH24LF,D_HS24L,D_HS24LM,D_AS24L,D_AS24LM,D_AS24LF,D_BA24L,D_BA24LM,D_BA24LF,D_HS34LM,D_HS34LF,D_BA34L,D_BA34LM,D_BA34LF,D_HS44L,D_HS44LM,D_HS44LF,DEC_10KL,DEC_1015,DEC_1519,DEC_2025,DEC_2530,DEC_3035,DEC_3540,DEC_4050,DEC_5059,DEC_6069,DEC_7079,DEC_8089,DEC_9099,DEC_1124,DEC_12549,DEC_15074,DEC_17599,DEC_20049,DEC_25099,DEC_30099,DEC_40099,DEC_500749,DEC_750999,DEC_1000,DEC_MGRP,DEC_MOC,DEC_FOC,DEC_MRC,DEC_FRC,DEC_MO,DEC_FO,DEC_MR,DEC_FR,DEC_OO,DEC_RO,DEC_SSM,DEC_SSMF,DEC_SSF,DEC_SSO,DEC_BPL,DEC_BPLP,DEC_BPLM,DEC_BPLF,DEC_BPLMP,DEC_BPLFP,DEC_MI,AREA,PERCENTAGE
1400000US11001009604,1400000US11001009603,42.3,3230,1344,41.6,1886,58.4,3158,97.8,1412,53.2,1194,45,202,7.6,1242,46.8,767,47.9,233,91,142,82,30,52,56,36,95,25,70,0,0,0,93,89.9,82,90,75.5,79.7,77.4,81.2,0,0,0,0,0,0,12,6,23,92,165,97,80,89,39,19,0,12,0,0,0,0,0,0,20.1,16,24,23,200,34,82,46,323,487,1126,0,29,0,1522,654,20.5,91,22.4,152,25.9,31898,4.49E-07,0.793634699
1400000US11001009604,1400000US11001006804,31.9,2628,2254,85.8,374,14.2,2280,86.8,246,9.9,246,9.9,0,0,2243,90.1,97,18.4,641,533,108,454,420,34,152,89,11,0,11,24,24,0,62.4,73.3,65.5,65.2,66.5,52.4,47.3,63.2,0,0,0,0,7,0,0,0,27,15,51,95,87,72,83,16,6,0,0,0,0,0,0,0,21.8,0,0,0,0,0,0,9,0,56,119,0,0,0,180,28,9.6,17,16.2,11,19,31000,5.78E-08,0.102048295
1400000US11001009604,1400000US11001008905,38,2,1,50,1,50,0,0,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,7,22,62,26,11,0,0,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,-9999,0,-9999,0,5.17E-08,0.091247661
1400000US11001009604,1400000US11001007708,32.7,2706,1151,42.5,1555,57.5,2660,98.3,1092,56.3,1014,52.3,78,4,847,43.7,638,53.9,211,75,136,63,33,30,78,29,70,13,57,0,0,0,93,90.1,75.5,69.5,80.3,64.7,55.5,68.4,0,0,0,0,0,0,0,18,0,7,21,38,65,152,126,87,83,55,43,9,0,8,0,0,30.1,0,28,58,283,7,50,58,436,208,944,7,17,0,1091,640,24.2,68,17.8,66,26.2,25382,1.96E-08,0.034655358
1400000US11001009700,1400000US11001009700,28.5,2309,1000,43.3,1309,56.7,2281,98.8,993,63.2,834,53.1,159,10.1,578,36.8,560,60.3,205,117,88,83,49,34,102,57,20,11,9,0,0,0,75.8,66.8,67.9,75.4,63.5,77.8,80.8,76,6,6,0,0,6,8,0,0,6,0,7,81,147,418,113,25,21,0,0,7,7,0,0,6,27.2,10,36,29,214,5,84,73,283,355,510,5,8,10,778,490,21.3,34,24.1,38,19.6,33086,3.92E-05,97.58883769
1400000US11001009700,1400000US11001007304,25.4,4665,1916,41.1,2749,58.9,4564,97.8,1375,47.6,1070,37,305,10.6,1514,52.4,789,43.4,390,154,236,129,75,54,193,58,56,21,35,12,0,12,53.2,85.4,70,73.3,68.1,68.2,80.3,60.4,0,0,0,0,0,0,0,0,0,0,50,68,106,133,90,13,5,0,0,0,0,0,0,0,25.4,0,38,54,497,0,83,54,618,318,1165,0,22,0,1415,1946,43.8,56,22.2,80,35.4,22550,4.87E-07,1.211500577
1400000US11001009700,1400000US11001009801,21.4,2091,878,42,1213,58,2051,98.1,693,56.4,485,39.5,191,15.5,536,43.6,450,55.6,248,97,151,137,53,84,70,26,41,18,23,0,0,0,58.7,60.7,87.4,88,87,44.6,22.2,54.9,0,0,0,7,0,0,7,0,0,0,14,48,90,104,26,15,0,21,0,0,0,0,0,0,27.6,0,25,18,282,0,50,18,385,117,568,0,8,0,624,999,48,45,45.9,26,35.1,16250,2.60E-07,0.648093007
1400000US11001009700,1400000US11001009806,27.3,5948,2573,43.3,3375,56.7,5815,97.8,2139,54.2,1666,42.2,466,11.8,1806,45.8,1305,56,578,247,331,222,101,121,188,67,168,79,89,0,0,0,44.8,73.3,67.7,58.5,73.5,56.2,58,55.1,0,0,0,0,0,0,15,0,37,20,45,67,62,69,46,0,0,0,0,0,0,0,0,0,29.4,0,40,45,716,26,45,106,924,312,2057,0,67,0,2139,2417,40.9,294,47.3,270,43.1,20167,1.17E-07,0.291434794
1400000US11001009700,1400000US11001009802,24.3,1806,795,44,1011,56,1776,98.3,550,46.8,393,33.4,157,13.4,626,53.2,370,54.1,161,96,65,82,57,25,57,30,3,0,3,19,9,10,55.9,76.5,61.1,41.9,68.3,63.9,57.7,67.9,0,0,0,0,0,0,0,0,8,7,12,0,0,12,19,0,0,0,0,8,0,0,0,0,25,6,24,15,161,0,21,32,270,165,409,0,10,0,584,730,40.9,89,58.9,27,31.4,25871,9.29E-08,0.231257677
1400000US11001009700,1400000US11001009804,26.8,2566,1122,43.7,1444,56.3,2510,97.8,996,58,797,46.4,199,11.6,721,42,576,56.3,279,135,144,76,29,47,155,96,48,10,38,0,0,0,67.7,84.3,67.1,69.2,65.4,72.8,87.1,63.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,6,64,13,192,8,69,32,283,291,613,0,22,0,780,852,33.4,67,33.3,73,48.3,22539,1.16E-08,0.028866722
1400000US11001009801,1400000US11001009801,21.4,2091,878,42,1213,58,2051,98.1,693,56.4,485,39.5,191,15.5,536,43.6,450,55.6,248,97,151,137,53,84,70,26,41,18,23,0,0,0,58.7,60.7,87.4,88,87,44.6,22.2,54.9,0,0,0,7,0,0,7,0,0,0,14,48,90,104,26,15,0,21,0,0,0,0,0,0,27.6,0,25,18,282,0,50,18,385,117,568,0,8,0,624,999,48,45,45.9,26,35.1,16250,4.20E-05,87.54001089
1400000US11001009801,1400000US11001009802,24.3,1806,795,44,1011,56,1776,98.3,550,46.8,393,33.4,157,13.4,626,53.2,370,54.1,161,96,65,82,57,25,57,30,3,0,3,19,9,10,55.9,76.5,61.1,41.9,68.3,63.9,57.7,67.9,0,0,0,0,0,0,0,0,8,7,12,0,0,12,19,0,0,0,0,8,0,0,0,0,25,6,24,15,161,0,21,32,270,165,409,0,10,0,584,730,40.9,89,58.9,27,31.4,25871,2.76E-06,5.748440396
1400000US11001009801,1400000US11001009803,32.8,2236,1033,46.2,1203,53.8,2164,96.8,1030,61.6,806,48.2,224,13.4,641,38.4,595,62.1,235,113,122,71,39,32,95,38,69,36,33,0,0,0,66.7,82.9,83.7,85.7,82.7,75.2,69.7,79.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,9,208,0,24,28,272,195,779,8,25,0,938,782,34.9,75,25.5,61,21.4,23292,1.67E-06,3.484130864
1400000US11001009801,1400000US11001009806,27.3,5948,2573,43.3,3375,56.7,5815,97.8,2139,54.2,1666,42.2,466,11.8,1806,45.8,1305,56,578,247,331,222,101,121,188,67,168,79,89,0,0,0,44.8,73.3,67.7,58.5,73.5,56.2,58,55.1,0,0,0,0,0,0,15,0,37,20,45,67,62,69,46,0,0,0,0,0,0,0,0,0,29.4,0,40,45,716,26,45,106,924,312,2057,0,67,0,2139,2417,40.9,294,47.3,270,43.1,20167,6.98E-07,1.453122298
1400000US11001009801,1400000US11001009700,28.5,2309,1000,43.3,1309,56.7,2281,98.8,993,63.2,834,53.1,159,10.1,578,36.8,560,60.3,205,117,88,83,49,34,102,57,20,11,9,0,0,0,75.8,66.8,67.9,75.4,63.5,77.8,80.8,76,6,6,0,0,6,8,0,0,6,0,7,81,147,418,113,25,21,0,0,7,7,0,0,6,27.2,10,36,29,214,5,84,73,283,355,510,5,8,10,778,490,21.3,34,24.1,38,19.6,33086,5.55E-07,1.156880813
1400000US11001009801,1400000US11001009804,26.8,2566,1122,43.7,1444,56.3,2510,97.8,996,58,797,46.4,199,11.6,721,42,576,56.3,279,135,144,76,29,47,155,96,48,10,38,0,0,0,67.7,84.3,67.1,69.2,65.4,72.8,87.1,63.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,6,64,13,192,8,69,32,283,291,613,0,22,0,780,852,33.4,67,33.3,73,48.3,22539,2.96E-07,0.617417758
1400000US11001009802,1400000US11001009802,24.3,1806,795,44,1011,56,1776,98.3,550,46.8,393,33.4,157,13.4,626,53.2,370,54.1,161,96,65,82,57,25,57,30,3,0,3,19,9,10,55.9,76.5,61.1,41.9,68.3,63.9,57.7,67.9,0,0,0,0,0,0,0,0,8,7,12,0,0,12,19,0,0,0,0,8,0,0,0,0,25,6,24,15,161,0,21,32,270,165,409,0,10,0,584,730,40.9,89,58.9,27,31.4,25871,2.02E-05,94.62029237
1400000US11001009802,1400000US11001009806,27.3,5948,2573,43.3,3375,56.7,5815,97.8,2139,54.2,1666,42.2,466,11.8,1806,45.8,1305,56,578,247,331,222,101,121,188,67,168,79,89,0,0,0,44.8,73.3,67.7,58.5,73.5,56.2,58,55.1,0,0,0,0,0,0,15,0,37,20,45,67,62,69,46,0,0,0,0,0,0,0,0,0,29.4,0,40,45,716,26,45,106,924,312,2057,0,67,0,2139,2417,40.9,294,47.3,270,43.1,20167,1.10E-06,5.163304964
1400000US11001009802,1400000US11001009700,28.5,2309,1000,43.3,1309,56.7,2281,98.8,993,63.2,834,53.1,159,10.1,578,36.8,560,60.3,205,117,88,83,49,34,102,57,20,11,9,0,0,0,75.8,66.8,67.9,75.4,63.5,77.8,80.8,76,6,6,0,0,6,8,0,0,6,0,7,81,147,418,113,25,21,0,0,7,7,0,0,6,27.2,10,36,29,214,5,84,73,283,355,510,5,8,10,778,490,21.3,34,24.1,38,19.6,33086,4.50E-08,0.210989423
1400000US11001009802,1400000US11001009801,21.4,2091,878,42,1213,58,2051,98.1,693,56.4,485,39.5,191,15.5,536,43.6,450,55.6,248,97,151,137,53,84,70,26,41,18,23,0,0,0,58.7,60.7,87.4,88,87,44.6,22.2,54.9,0,0,0,7,0,0,7,0,0,0,14,48,90,104,26,15,0,21,0,0,0,0,0,0,27.6,0,25,18,282,0,50,18,385,117,568,0,8,0,624,999,48,45,45.9,26,35.1,16250,1.16E-09,0.005427422
1400000US11001009803,1400000US11001009803,32.8,2236,1033,46.2,1203,53.8,2164,96.8,1030,61.6,806,48.2,224,13.4,641,38.4,595,62.1,235,113,122,71,39,32,95,38,69,36,33,0,0,0,66.7,82.9,83.7,85.7,82.7,75.2,69.7,79.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,9,208,0,24,28,272,195,779,8,25,0,938,782,34.9,75,25.5,61,21.4,23292,5.09E-05,94.40617972
1400000US11001009803,1400000US11001009807,34.9,3238,1502,46.4,1736,53.6,3136,96.8,1409,56.3,1230,49.2,173,6.9,1092,43.7,812,54.8,277,114,163,119,54,65,90,40,38,14,24,30,6,24,64.1,97.1,84.2,85.3,83.3,68.9,68,69.6,0,0,0,0,0,0,0,5,0,0,19,37,30,75,80,297,145,81,61,18,0,0,0,0,24.1,13,37,7,135,10,138,14,220,522,737,0,34,0,1238,594,19.1,58,19,87,19,30076,1.75E-06,3.248565367
1400000US11001009803,1400000US11001009806,27.3,5948,2573,43.3,3375,56.7,5815,97.8,2139,54.2,1666,42.2,466,11.8,1806,45.8,1305,56,578,247,331,222,101,121,188,67,168,79,89,0,0,0,44.8,73.3,67.7,58.5,73.5,56.2,58,55.1,0,0,0,0,0,0,15,0,37,20,45,67,62,69,46,0,0,0,0,0,0,0,0,0,29.4,0,40,45,716,26,45,106,924,312,2057,0,67,0,2139,2417,40.9,294,47.3,270,43.1,20167,9.52E-07,1.76657249
1400000US11001009803,1400000US11001007302,35.1,3261,1558,47.8,1703,52.2,3123,95.8,1311,53.6,1136,46.4,164,6.7,1136,46.4,690,53.4,309,143,166,114,42,72,110,66,85,35,50,0,0,0,80.3,74,71.6,76.1,67.6,67.6,62.8,72.4,0,8,0,0,0,0,0,0,0,6,37,30,9,61,38,0,0,0,0,0,0,0,0,0,30,0,51,38,168,7,85,65,253,471,803,0,44,4,1204,731,22.5,83,19.4,50,16.7,32791,3.03E-07,0.562925682
1400000US11001009803,1400000US11001009804,26.8,2566,1122,43.7,1444,56.3,2510,97.8,996,58,797,46.4,199,11.6,721,42,576,56.3,279,135,144,76,29,47,155,96,48,10,38,0,0,0,67.7,84.3,67.1,69.2,65.4,72.8,87.1,63.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,6,64,13,192,8,69,32,283,291,613,0,22,0,780,852,33.4,67,33.3,73,48.3,22539,7.48E-09,0.013882171
1400000US11001009803,1400000US11001009801,21.4,2091,878,42,1213,58,2051,98.1,693,56.4,485,39.5,191,15.5,536,43.6,450,55.6,248,97,151,137,53,84,70,26,41,18,23,0,0,0,58.7,60.7,87.4,88,87,44.6,22.2,54.9,0,0,0,7,0,0,7,0,0,0,14,48,90,104,26,15,0,21,0,0,0,0,0,0,27.6,0,25,18,282,0,50,18,385,117,568,0,8,0,624,999,48,45,45.9,26,35.1,16250,1.01E-09,0.001871618
1400000US11001009804,1400000US11001009804,26.8,2566,1122,43.7,1444,56.3,2510,97.8,996,58,797,46.4,199,11.6,721,42,576,56.3,279,135,144,76,29,47,155,96,48,10,38,0,0,0,67.7,84.3,67.1,69.2,65.4,72.8,87.1,63.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,6,64,13,192,8,69,32,283,291,613,0,22,0,780,852,33.4,67,33.3,73,48.3,22539,4.91E-05,91.02673803
1400000US11001009804,1400000US11001009803,32.8,2236,1033,46.2,1203,53.8,2164,96.8,1030,61.6,806,48.2,224,13.4,641,38.4,595,62.1,235,113,122,71,39,32,95,38,69,36,33,0,0,0,66.7,82.9,83.7,85.7,82.7,75.2,69.7,79.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,9,208,0,24,28,272,195,779,8,25,0,938,782,34.9,75,25.5,61,21.4,23292,2.34E-06,4.346109881
1400000US11001009804,1400000US11001007302,35.1,3261,1558,47.8,1703,52.2,3123,95.8,1311,53.6,1136,46.4,164,6.7,1136,46.4,690,53.4,309,143,166,114,42,72,110,66,85,35,50,0,0,0,80.3,74,71.6,76.1,67.6,67.6,62.8,72.4,0,8,0,0,0,0,0,0,0,6,37,30,9,61,38,0,0,0,0,0,0,0,0,0,30,0,51,38,168,7,85,65,253,471,803,0,44,4,1204,731,22.5,83,19.4,50,16.7,32791,1.38E-06,2.559196239
1400000US11001009804,1400000US11001009801,21.4,2091,878,42,1213,58,2051,98.1,693,56.4,485,39.5,191,15.5,536,43.6,450,55.6,248,97,151,137,53,84,70,26,41,18,23,0,0,0,58.7,60.7,87.4,88,87,44.6,22.2,54.9,0,0,0,7,0,0,7,0,0,0,14,48,90,104,26,15,0,21,0,0,0,0,0,0,27.6,0,25,18,282,0,50,18,385,117,568,0,8,0,624,999,48,45,45.9,26,35.1,16250,1.12E-06,2.0679544
1400000US11001009807,1400000US11001009807,34.9,3238,1502,46.4,1736,53.6,3136,96.8,1409,56.3,1230,49.2,173,6.9,1092,43.7,812,54.8,277,114,163,119,54,65,90,40,38,14,24,30,6,24,64.1,97.1,84.2,85.3,83.3,68.9,68,69.6,0,0,0,0,0,0,0,5,0,0,19,37,30,75,80,297,145,81,61,18,0,0,0,0,24.1,13,37,7,135,10,138,14,220,522,737,0,34,0,1238,594,19.1,58,19,87,19,30076,0.000108328,98.74340154
1400000US11001009807,1400000US11001009808,29.3,2468,1117,45.3,1351,54.7,2407,97.5,1137,64.2,881,49.7,250,14.1,634,35.8,593,60.8,283,103,180,122,59,63,72,23,89,21,68,0,0,0,65.9,81.3,65.7,63.5,67.4,73.9,72.7,74.7,0,0,0,0,8,0,0,0,0,23,20,53,13,22,24,17,0,0,0,0,0,0,0,0,32.6,0,26,65,261,0,0,90,386,89,1101,0,78,8,975,729,29.4,87,22.7,111,30.6,25708,1.02E-06,0.928274988
1400000US11001009807,1400000US11001007308,19.1,377,216,57.3,161,42.7,321,85.1,290,75.9,48,12.6,233,61,92,24.1,96,66.7,286,167,119,165,104,61,93,51,12,12,0,16,0,16,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,35,77,100,32,16,23,8,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,90.3,201,84.5,144,100,0,1.93E-07,0.176073602
1400000US11001009807,1400000US11001007301,23.7,5234,2775,53,2459,47,1572,30,2654,78.7,1015,30.1,64,1.9,720,21.3,638,40.6,862,463,399,90,38,52,329,189,409,229,180,34,7,27,98.3,93.7,96.6,96.1,97.2,89.6,100,80.9,0,0,0,0,0,0,0,0,0,0,0,42,84,332,182,140,85,37,14,0,0,0,0,0,22.2,0,7,22,112,0,0,48,119,43,1318,0,5,0,1353,118,2.5,0,0,11,52.4,49122,1.10E-07,0.100538783
1400000US11001009807,1400000US11001009806,27.3,5948,2573,43.3,3375,56.7,5815,97.8,2139,54.2,1666,42.2,466,11.8,1806,45.8,1305,56,578,247,331,222,101,121,188,67,168,79,89,0,0,0,44.8,73.3,67.7,58.5,73.5,56.2,58,55.1,0,0,0,0,0,0,15,0,37,20,45,67,62,69,46,0,0,0,0,0,0,0,0,0,29.4,0,40,45,716,26,45,106,924,312,2057,0,67,0,2139,2417,40.9,294,47.3,270,43.1,20167,4.25E-08,0.038734363
1400000US11001009807,1400000US11001007302,35.1,3261,1558,47.8,1703,52.2,3123,95.8,1311,53.6,1136,46.4,164,6.7,1136,46.4,690,53.4,309,143,166,114,42,72,110,66,85,35,50,0,0,0,80.3,74,71.6,76.1,67.6,67.6,62.8,72.4,0,8,0,0,0,0,0,0,0,6,37,30,9,61,38,0,0,0,0,0,0,0,0,0,30,0,51,38,168,7,85,65,253,471,803,0,44,4,1204,731,22.5,83,19.4,50,16.7,32791,1.42E-08,0.012975851
1400000US11001009810,1400000US11001009806,27.3,5948,2573,43.3,3375,56.7,5815,97.8,2139,54.2,1666,42.2,466,11.8,1806,45.8,1305,56,578,247,331,222,101,121,188,67,168,79,89,0,0,0,44.8,73.3,67.7,58.5,73.5,56.2,58,55.1,0,0,0,0,0,0,15,0,37,20,45,67,62,69,46,0,0,0,0,0,0,0,0,0,29.4,0,40,45,716,26,45,106,924,312,2057,0,67,0,2139,2417,40.9,294,47.3,270,43.1,20167,3.78E-05,89.7211651
1400000US11001009810,1400000US11001009807,34.9,3238,1502,46.4,1736,53.6,3136,96.8,1409,56.3,1230,49.2,173,6.9,1092,43.7,812,54.8,277,114,163,119,54,65,90,40,38,14,24,30,6,24,64.1,97.1,84.2,85.3,83.3,68.9,68,69.6,0,0,0,0,0,0,0,5,0,0,19,37,30,75,80,297,145,81,61,18,0,0,0,0,24.1,13,37,7,135,10,138,14,220,522,737,0,34,0,1238,594,19.1,58,19,87,19,30076,3.50E-06,8.30573476
1400000US11001009810,1400000US11001009808,29.3,2468,1117,45.3,1351,54.7,2407,97.5,1137,64.2,881,49.7,250,14.1,634,35.8,593,60.8,283,103,180,122,59,63,72,23,89,21,68,0,0,0,65.9,81.3,65.7,63.5,67.4,73.9,72.7,74.7,0,0,0,0,8,0,0,0,0,23,20,53,13,22,24,17,0,0,0,0,0,0,0,0,32.6,0,26,65,261,0,0,90,386,89,1101,0,78,8,975,729,29.4,87,22.7,111,30.6,25708,8.32E-07,1.973096293
1400000US11001009811,1400000US11001009806,27.3,5948,2573,43.3,3375,56.7,5815,97.8,2139,54.2,1666,42.2,466,11.8,1806,45.8,1305,56,578,247,331,222,101,121,188,67,168,79,89,0,0,0,44.8,73.3,67.7,58.5,73.5,56.2,58,55.1,0,0,0,0,0,0,15,0,37,20,45,67,62,69,46,0,0,0,0,0,0,0,0,0,29.4,0,40,45,716,26,45,106,924,312,2057,0,67,0,2139,2417,40.9,294,47.3,270,43.1,20167,4.82E-05,99.74110102
1400000US11001009811,1400000US11001009808,29.3,2468,1117,45.3,1351,54.7,2407,97.5,1137,64.2,881,49.7,250,14.1,634,35.8,593,60.8,283,103,180,122,59,63,72,23,89,21,68,0,0,0,65.9,81.3,65.7,63.5,67.4,73.9,72.7,74.7,0,0,0,0,8,0,0,0,0,23,20,53,13,22,24,17,0,0,0,0,0,0,0,0,32.6,0,26,65,261,0,0,90,386,89,1101,0,78,8,975,729,29.4,87,22.7,111,30.6,25708,6.75E-08,0.139631774
1400000US11001009811,1400000US11001009700,28.5,2309,1000,43.3,1309,56.7,2281,98.8,993,63.2,834,53.1,159,10.1,578,36.8,560,60.3,205,117,88,83,49,34,102,57,20,11,9,0,0,0,75.8,66.8,67.9,75.4,63.5,77.8,80.8,76,6,6,0,0,6,8,0,0,6,0,7,81,147,418,113,25,21,0,0,7,7,0,0,6,27.2,10,36,29,214,5,84,73,283,355,510,5,8,10,778,490,21.3,34,24.1,38,19.6,33086,5.77E-08,0.119262151
1400000US11001009901,1400000US11001009901,49.9,2302,1034,44.9,1268,55.1,2161,93.9,1107,55,1021,50.7,86,4.3,907,45,599,52.8,114,42,72,25,15,10,17,4,48,23,25,24,0,24,82.8,89.2,91.2,100,84,88.7,79.2,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,5,20,18,89,16,40,867,142,0,10,0,934,151,6.6,16,10.7,57,21.7,61174,0.000215602,98.26525408
1400000US11001009901,1400000US11001009902,42.5,2993,1326,44.3,1667,55.7,2885,96.4,1242,52.1,1050,44,187,7.8,1143,47.9,677,49.6,204,101,103,67,39,28,25,11,100,45,55,12,6,6,71.4,85.4,88.9,81.5,95.7,77.4,79.6,75.8,12,0,0,0,0,0,0,10,0,0,14,115,100,137,51,68,14,25,8,0,0,0,0,0,25.7,5,62,0,38,31,230,0,100,895,291,0,12,0,1199,372,12.8,23,10.7,79,30.7,41146,2.12E-06,0.966245116
1400000US11001009901,1400000US11001007703,29.4,4615,1978,42.9,2637,57.1,4439,96.2,1830,58,1519,48.1,304,9.6,1325,42,1091,57.6,444,200,244,195,92,103,176,86,73,22,51,0,0,0,65.4,73.6,60.4,54.8,65.1,65.8,54.1,73.4,0,0,0,0,0,0,0,0,0,0,12,13,44,96,143,89,23,69,46,50,25,0,0,0,21.9,0,51,18,473,13,40,46,731,383,1451,0,10,7,1758,1486,32.3,48,12.4,119,24.7,25240,8.76E-07,0.39918155
1400000US11001009901,1400000US11001007709,37.9,1979,901,45.5,1078,54.5,1898,95.9,1042,64.9,930,57.9,112,7,564,35.1,553,60.3,222,105,117,77,34,43,73,49,59,22,37,13,0,13,94.4,63.1,87.3,90.1,85.7,72,66.2,78,7,0,8,0,0,0,0,0,9,45,25,61,40,259,264,302,71,63,0,11,0,0,0,0,24.2,10,22,0,96,0,19,13,168,315,635,0,24,10,847,295,14.7,84,25.5,74,26,29332,6.05E-07,0.275818073
1400000US11001009901,1400000US11001007708,32.7,2706,1151,42.5,1555,57.5,2660,98.3,1092,56.3,1014,52.3,78,4,847,43.7,638,53.9,211,75,136,63,33,30,78,29,70,13,57,0,0,0,93,90.1,75.5,69.5,80.3,64.7,55.5,68.4,0,0,0,0,0,0,0,18,0,7,21,38,65,152,126,87,83,55,43,9,0,8,0,0,30.1,0,28,58,283,7,50,58,436,208,944,7,17,0,1091,640,24.2,68,17.8,66,26.2,25382,1.58E-07,0.072190746
1400000US11001009901,1400000US11001007604,39.2,3764,1669,44.3,2095,55.7,3555,94.4,1895,63.4,1756,58.7,123,4.1,1095,36.6,987,57.3,284,144,140,55,32,23,88,54,90,38,52,51,20,31,87.9,93.1,88.9,84.8,92.7,82.5,84.2,81.3,0,0,0,0,0,0,0,0,0,0,0,20,27,123,85,6,7,0,0,0,0,0,0,0,27,0,30,36,208,32,59,62,354,644,1103,0,36,16,1654,549,14.6,35,7.6,98,17.2,35811,4.68E-08,0.021312763
1400000US11001009902,1400000US11001009902,42.5,2993,1326,44.3,1667,55.7,2885,96.4,1242,52.1,1050,44,187,7.8,1143,47.9,677,49.6,204,101,103,67,39,28,25,11,100,45,55,12,6,6,71.4,85.4,88.9,81.5,95.7,77.4,79.6,75.8,12,0,0,0,0,0,0,10,0,0,14,115,100,137,51,68,14,25,8,0,0,0,0,0,25.7,5,62,0,38,31,230,0,100,895,291,0,12,0,1199,372,12.8,23,10.7,79,30.7,41146,0.000132303,98.92435694
1400000US11001009902,1400000US11001009901,49.9,2302,1034,44.9,1268,55.1,2161,93.9,1107,55,1021,50.7,86,4.3,907,45,599,52.8,114,42,72,25,15,10,17,4,48,23,25,24,0,24,82.8,89.2,91.2,100,84,88.7,79.2,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,5,20,18,89,16,40,867,142,0,10,0,934,151,6.6,16,10.7,57,21.7,61174,8.67E-07,0.648476105
1400000US11001009902,1400000US11001007603,39.5,4255,1837,43.2,2418,56.8,3858,90.7,2093,62.1,1905,56.5,188,5.6,1279,37.9,1252,62.6,246,113,133,40,0,40,80,33,108,80,28,18,0,18,74.3,100,80.7,79.5,81.7,88.5,89.3,88,0,0,0,0,0,0,0,0,0,10,49,27,21,43,73,19,19,20,5,6,0,0,0,0,22.1,8,67,18,211,26,145,40,329,1049,1087,0,28,21,1995,675,16.2,92,18.9,142,21.1,32837,3.46E-07,0.258485493
1400000US11001009902,1400000US11001007707,37,3796,1684,44.4,2112,55.6,3708,97.7,1559,54.4,1382,48.2,177,6.2,1307,45.6,821,49.2,304,116,188,90,41,49,120,40,84,25,59,10,10,0,79.4,82.8,83.1,74.5,90.5,72.4,66.5,76.4,0,0,0,0,0,0,0,0,0,8,0,50,0,35,25,14,0,0,0,0,0,0,0,0,33.3,0,54,23,228,46,190,44,296,876,602,0,16,17,1412,746,19.9,78,27.7,78,22.7,33592,1.72E-07,0.128446091
1400000US11001009902,1400000US11001007604,39.2,3764,1669,44.3,2095,55.7,3555,94.4,1895,63.4,1756,58.7,123,4.1,1095,36.6,987,57.3,284,144,140,55,32,23,88,54,90,38,52,51,20,31,87.9,93.1,88.9,84.8,92.7,82.5,84.2,81.3,0,0,0,0,0,0,0,0,0,0,0,20,27,123,85,6,7,0,0,0,0,0,0,0,27,0,30,36,208,32,59,62,354,644,1103,0,36,16,1654,549,14.6,35,7.6,98,17.2,35811,5.38E-08,0.04023895
