GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Unmarried-partner households:,Margin of Error; Unmarried-partner households:,Estimate; Unmarried-partner households: - Male householder and male partner,Margin of Error; Unmarried-partner households: - Male householder and male partner,Estimate; Unmarried-partner households: - Male householder and female partner,Margin of Error; Unmarried-partner households: - Male householder and female partner,Estimate; Unmarried-partner households: - Female householder and female partner,Margin of Error; Unmarried-partner households: - Female householder and female partner,Estimate; Unmarried-partner households: - Female householder and male partner,Margin of Error; Unmarried-partner households: - Female householder and male partner,Estimate; All other households,Margin of Error; All other households
1400000US11001007901,11001007901,"Census Tract 79.01, District of Columbia, District of Columbia",1629,98,155,76,34,36,109,61,0,13,12,22,1474,111
1400000US11001007903,11001007903,"Census Tract 79.03, District of Columbia, District of Columbia",762,67,17,23,0,13,4,7,0,13,13,22,745,69
1400000US11001008001,11001008001,"Census Tract 80.01, District of Columbia, District of Columbia",1224,99,74,40,12,18,34,28,0,13,28,31,1150,109
1400000US11001008002,11001008002,"Census Tract 80.02, District of Columbia, District of Columbia",1587,75,147,60,35,28,15,16,0,13,97,49,1440,98
1400000US11001008100,11001008100,"Census Tract 81, District of Columbia, District of Columbia",1331,108,109,62,8,13,45,32,12,18,44,48,1222,106
1400000US11001008200,11001008200,"Census Tract 82, District of Columbia, District of Columbia",1508,108,131,54,26,24,41,36,0,13,64,41,1377,110
1400000US11001008301,11001008301,"Census Tract 83.01, District of Columbia, District of Columbia",1121,66,127,52,75,31,10,16,0,13,42,36,994,87
1400000US11001008302,11001008302,"Census Tract 83.02, District of Columbia, District of Columbia",1005,47,95,45,39,31,12,19,18,18,26,21,910,62
1400000US11001008402,11001008402,"Census Tract 84.02, District of Columbia, District of Columbia",1016,120,109,56,13,23,50,39,0,13,46,34,907,119
1400000US11001008410,11001008410,"Census Tract 84.10, District of Columbia, District of Columbia",524,78,52,36,6,10,38,32,0,13,8,12,472,84
1400000US11001008701,11001008701,"Census Tract 87.01, District of Columbia, District of Columbia",840,77,22,14,5,7,10,13,0,13,7,8,818,79
1400000US11001008702,11001008702,"Census Tract 87.02, District of Columbia, District of Columbia",696,72,65,39,25,23,24,23,0,13,16,15,631,75
1400000US11001008802,11001008802,"Census Tract 88.02, District of Columbia, District of Columbia",1808,101,228,86,0,13,84,54,0,13,144,76,1580,119
1400000US11001008803,11001008803,"Census Tract 88.03, District of Columbia, District of Columbia",484,81,31,41,0,13,31,41,0,13,0,13,453,82
1400000US11001008804,11001008804,"Census Tract 88.04, District of Columbia, District of Columbia",1118,162,140,86,0,13,90,74,0,13,50,51,978,146
1400000US11001008903,11001008903,"Census Tract 89.03, District of Columbia, District of Columbia",1214,125,38,42,0,13,0,13,0,13,38,42,1176,132
1400000US11001008904,11001008904,"Census Tract 89.04, District of Columbia, District of Columbia",1515,122,123,66,0,13,58,51,8,13,57,43,1392,128
