OBJECTID,GEO.id,acs_moc,acs_foc,acs_mrc,acs_frc,acs_mo,acs_fo,acs_mr,acs_fr,acs_oo,acs_ro
685,1400000US24033807102,31,34,0,16,15,78,0,5,758,216
686,1400000US24033807200,0,0,0,31,0,22,34,13,203,1075
687,1400000US24033807301,0,45,11,45,33,12,0,9,478,912
688,1400000US24033807305,24,8,83,57,48,19,42,63,617,401
689,1400000US24033807404,27,31,0,12,34,105,38,27,1112,455
690,1400000US24033807407,0,65,12,76,19,92,15,13,1406,736
691,1400000US24033807408,17,48,0,24,35,85,10,0,1934,319
692,1400000US24033807409,0,76,0,203,0,0,110,39,339,786
693,1400000US24033807410,0,41,46,69,29,86,0,75,750,671
694,1400000US24033803520,0,40,0,42,0,93,0,0,1296,62
695,1400000US24033803521,0,85,0,41,0,191,0,0,1175,411
696,1400000US24033803522,0,125,0,58,25,51,47,38,1095,298
697,1400000US24033803523,34,88,0,0,11,29,0,0,1140,64
698,1400000US24033803524,70,82,0,81,55,153,0,26,900,288
699,1400000US24033803526,20,16,0,63,27,139,0,41,1102,191
700,1400000US24033803527,10,54,0,61,32,132,0,9,951,154
701,1400000US24033803601,10,91,0,0,18,148,0,0,1077,60
702,1400000US24033803602,0,18,0,151,30,52,0,3,384,210
703,1400000US24033803605,136,32,44,113,37,161,0,13,1478,360
704,1400000US24033803606,42,98,23,69,73,84,0,0,1261,263
705,1400000US24033803608,10,67,0,0,60,191,19,0,1390,341
706,1400000US24033803610,49,7,0,36,48,64,11,60,707,209
707,1400000US24033803612,29,21,28,242,21,27,22,80,301,951
708,1400000US24033803700,17,86,9,15,33,48,2,7,662,92
709,1400000US24033803801,29,32,0,34,68,10,16,16,557,123
710,1400000US24033803803,66,25,66,92,23,61,26,65,1065,745
711,1400000US24033803900,60,42,12,86,23,8,84,24,624,337
712,1400000US24033804002,0,45,53,139,7,133,41,64,650,669
713,1400000US24033804101,6,35,32,46,17,48,0,14,677,449
714,1400000US24033804102,57,121,54,126,0,174,0,33,1211,851
715,1400000US24033804200,0,107,0,3,15,38,0,26,1087,45
716,1400000US24033804300,16,32,0,226,35,9,28,15,364,929
717,1400000US24033804600,40,64,2,6,28,76,34,2,550,282
718,1400000US24033804700,18,29,0,17,32,151,37,67,1062,255
719,1400000US24033804801,0,0,84,107,0,0,0,48,129,1255
720,1400000US24033804802,0,0,65,73,0,0,96,77,0,1167
721,1400000US24033805000,13,93,50,114,8,188,0,41,1085,976
722,1400000US24033805101,25,24,69,80,0,20,137,48,351,932
723,1400000US24033805201,31,56,40,161,8,72,99,52,568,718
724,1400000US24033805202,10,0,89,108,10,60,87,39,296,962
725,1400000US24033805500,28,26,0,69,70,63,31,20,590,515
726,1400000US24033805602,20,33,49,104,2,13,202,31,147,1008
727,1400000US24033805700,49,39,54,36,61,109,19,26,840,783
728,1400000US24033805801,80,35,33,46,129,126,29,0,841,163
729,1400000US24033805802,22,9,54,36,78,96,23,0,650,254
730,1400000US24033805906,0,11,90,194,16,19,110,76,291,803
731,1400000US24033805907,0,25,41,34,20,69,34,166,460,853
732,1400000US24033805908,0,55,17,95,0,0,79,98,147,864
733,1400000US24033805909,0,0,81,311,0,12,123,94,220,1274
734,1400000US24033806000,78,41,0,50,58,47,12,45,856,670
735,1400000US24033806100,43,99,0,59,12,126,0,8,1066,487
736,1400000US24033806300,19,24,42,53,6,30,32,49,338,357
737,1400000US24033806400,17,48,0,0,22,16,0,0,1169,128
738,1400000US24033806501,0,0,120,141,0,36,95,20,545,1125
739,1400000US24033806601,45,12,39,72,39,94,22,23,626,517
740,1400000US24033806706,2,89,0,40,57,64,27,0,1059,361
741,1400000US24033806708,16,80,0,182,77,9,0,74,1206,1121
742,1400000US24033806710,10,171,90,0,80,247,0,0,2059,284
743,1400000US24033803607,17,38,0,0,58,62,0,0,988,55
744,1400000US24031701417,11,73,45,328,26,43,11,122,720,1762
745,1400000US24033801908,0,81,60,264,0,26,25,111,251,1328
746,1400000US24033807405,45,70,0,39,50,84,15,0,1607,292
747,1400000US24031704502,0,25,0,12,0,60,0,0,913,12
748,1400000US24031700832,0,11,0,117,0,64,15,12,754,224
749,1400000US24031700833,0,76,0,108,3,103,0,80,1205,188
750,1400000US24031700834,89,64,0,47,36,111,79,53,1402,297
751,1400000US24031700835,17,48,0,30,16,16,28,15,1235,98
752,1400000US24031700902,0,46,11,92,6,110,9,23,839,366
753,1400000US24031700903,0,9,12,41,0,5,0,65,305,379
754,1400000US24031700904,0,0,22,71,0,0,0,42,123,1167
755,1400000US24031700905,0,11,0,60,11,0,16,10,226,1466
756,1400000US24031701001,23,67,46,65,49,94,25,31,1511,504
757,1400000US24031701004,0,94,32,136,33,62,15,20,1340,598
758,1400000US24031701005,0,43,0,0,5,25,0,0,1014,115
759,1400000US24031701006,15,134,0,0,30,97,0,0,1754,139
760,1400000US24031701007,0,29,9,44,54,15,0,12,710,735
761,1400000US24031701101,0,70,0,11,53,142,15,0,1404,139
762,1400000US24031701201,20,105,0,67,31,73,17,65,1437,700
763,1400000US24031701202,4,28,0,0,9,27,0,12,955,96
764,1400000US24031701205,21,0,16,11,28,59,21,9,1844,440
765,1400000US24031701206,0,73,29,0,0,83,11,0,1939,169
766,1400000US24031701211,0,32,0,115,0,93,0,15,1361,806
767,1400000US24031701212,7,28,0,0,0,27,0,21,824,68
768,1400000US24031701213,0,39,0,13,120,126,0,0,2362,476
769,1400000US24031701214,0,19,0,11,6,42,0,28,640,747
770,1400000US24031701216,0,0,0,34,0,10,49,2,844,1096
771,1400000US24031701218,0,0,0,29,0,8,0,27,165,1021
772,1400000US24031701219,0,0,12,34,0,0,74,0,12,1135
773,1400000US24031701220,0,23,0,15,0,19,0,0,1220,29
774,1400000US24031701221,18,21,12,68,21,13,42,11,802,863
775,1400000US24031701303,0,13,31,12,14,34,0,0,1208,96
776,1400000US24031701306,0,48,0,0,23,56,0,0,991,0
777,1400000US24031701307,0,20,0,0,42,33,0,0,1064,51
778,1400000US24031701308,6,8,0,0,17,15,0,0,946,67
779,1400000US24031701312,17,37,0,115,6,21,8,0,1803,290
780,1400000US24031701314,0,37,0,19,35,16,0,42,848,134
781,1400000US24031701315,29,135,0,56,0,61,0,65,1327,357
782,1400000US24031701316,11,102,0,33,0,41,0,19,1610,445
783,1400000US24031701317,24,2,0,11,0,15,0,30,1276,87
784,1400000US24031701408,0,11,0,16,15,122,0,10,1888,147
785,1400000US24031701410,0,144,0,170,32,191,0,17,1797,665
786,1400000US24031701414,14,116,0,194,19,184,0,154,1811,804
787,1400000US24031701415,0,113,0,99,18,123,0,13,2103,275
788,1400000US24031701418,24,25,0,0,53,80,0,45,986,83
789,1400000US24031701420,50,52,0,56,100,77,0,13,1776,1357
790,1400000US24031701421,9,0,0,125,14,35,0,29,348,184
791,1400000US24031701423,0,170,16,110,32,123,18,49,979,761
792,1400000US24031701503,0,124,0,0,131,147,0,15,2038,99
793,1400000US24031701505,34,93,0,225,26,130,0,97,1335,1108
794,1400000US24031701506,11,95,0,0,31,82,0,5,1706,61
795,1400000US24031701507,18,88,0,0,10,139,0,0,1595,218
796,1400000US24031701509,0,24,127,225,0,1,105,254,402,1860
797,1400000US24031701602,9,8,48,109,34,0,9,47,665,898
798,1400000US24031701701,0,47,13,50,31,25,0,0,864,668
799,1400000US24031701702,30,9,49,169,0,5,7,38,262,768
800,1400000US24031701703,11,41,0,37,0,12,22,117,810,629
801,1400000US24031701704,65,40,0,0,0,48,14,40,789,193
802,1400000US24031701800,41,67,38,28,0,39,21,105,1052,820
803,1400000US24031702000,14,63,36,135,11,98,69,40,663,736
804,1400000US24031702101,0,23,11,112,77,99,79,42,999,841
805,1400000US24031701407,53,42,8,0,34,53,14,0,1740,123
806,1400000US24031702200,27,71,0,0,43,22,0,0,1318,169
807,1400000US24031702301,0,25,72,96,32,28,121,78,469,1022
808,1400000US24031702302,0,28,44,128,22,11,23,13,917,754
809,1400000US24031702401,8,29,0,42,0,7,0,0,686,236
810,1400000US24031702402,0,52,12,134,0,15,54,53,686,1266
811,1400000US24031702601,0,0,12,159,0,0,78,168,65,2409
812,1400000US24031702602,0,24,8,183,20,0,48,62,495,1782
813,1400000US24031702700,0,47,0,219,11,31,57,66,979,1238
814,1400000US24031702800,0,33,41,0,25,54,19,7,1081,1042
815,1400000US24031702900,0,27,0,10,0,93,0,0,1529,727
816,1400000US24031703000,7,16,0,10,0,32,0,0,648,32
817,1400000US24031703100,7,8,0,42,38,102,0,10,1161,335
818,1400000US24031703202,0,51,12,0,63,84,0,29,1798,344
819,1400000US24031703206,2,50,40,20,33,32,0,28,918,322
820,1400000US24031703207,9,10,37,259,9,19,55,73,588,955
821,1400000US24031703208,9,62,0,7,31,35,0,0,1628,103
822,1400000US24031703210,74,24,0,15,22,59,15,0,998,106
823,1400000US24031703212,0,0,72,86,47,159,0,28,2015,782
824,1400000US24031703213,36,58,81,461,61,87,65,126,772,1443
825,1400000US24031703214,0,0,29,491,0,42,231,150,469,1970
826,1400000US24031703215,0,6,17,124,22,7,19,21,683,414
827,1400000US24031703216,16,29,0,17,0,50,0,0,1749,191
828,1400000US24031703219,0,0,0,0,0,67,0,0,2129,157
829,1400000US24031703220,66,84,0,80,13,295,0,0,1253,687
830,1400000US24031703221,75,99,0,30,32,95,10,0,1565,170
831,1400000US24031703302,0,58,14,61,8,71,53,51,814,310
832,1400000US24031703401,14,39,29,27,31,68,31,11,1127,317
833,1400000US24031703403,45,8,43,0,51,77,0,0,833,161
834,1400000US24031703404,21,55,0,51,15,33,50,24,634,187
835,1400000US24031703501,60,29,59,166,89,101,37,62,1090,838
836,1400000US24031703502,0,9,41,47,8,15,0,17,857,368
837,1400000US24031703601,0,136,9,39,0,61,32,52,1450,320
838,1400000US24031703701,0,29,0,25,55,71,0,0,994,100
839,1400000US24031703702,0,24,0,10,57,84,13,10,1047,163
840,1400000US24031703800,0,29,22,90,0,0,0,116,324,876
841,1400000US24031703901,0,0,0,9,42,83,0,0,961,121
842,1400000US24031704000,30,131,0,42,13,71,0,30,1563,968
843,1400000US24031704100,0,24,0,0,12,31,0,0,1499,121
844,1400000US24031704200,4,38,0,4,8,24,0,0,472,295
845,1400000US24031704300,35,44,0,15,10,20,0,0,1231,96
846,1400000US24031704401,0,67,0,5,16,58,0,0,904,169
847,1400000US24031704404,0,19,0,0,30,36,0,14,1663,481
848,1400000US24031704501,20,60,0,8,13,27,0,0,1090,148
849,1400000US24031704503,0,24,0,10,0,65,9,0,1149,176
850,1400000US24031704600,0,60,0,19,30,25,0,0,1479,499
851,1400000US24031704700,36,38,0,41,8,37,0,0,1184,130
852,1400000US24031704803,0,0,0,104,0,0,69,93,573,1336
853,1400000US24031704805,0,0,36,16,0,0,0,0,123,893
854,1400000US24031704806,17,0,0,14,0,0,51,30,174,1500
855,1400000US24031705000,0,16,0,0,4,59,11,0,1145,623
856,1400000US24031705100,7,24,2,38,8,74,4,34,1648,276
857,1400000US24031705200,0,21,0,3,0,9,0,0,1024,112
858,1400000US24031705400,4,23,0,0,21,36,0,0,919,40
859,1400000US24031705501,0,0,13,13,0,22,0,0,488,1064
860,1400000US24031705502,4,47,0,6,12,29,0,0,1288,209
861,1400000US24031705702,31,12,10,0,9,10,0,7,1516,181
862,1400000US24031705800,0,83,0,18,28,52,14,0,1894,354
863,1400000US24031705902,0,72,0,0,9,35,0,0,1288,225
864,1400000US24031705903,15,51,0,0,0,36,0,0,1422,116
865,1400000US24031706005,0,47,0,10,31,43,0,10,1349,161
866,1400000US24031706007,13,29,0,11,0,14,0,0,2181,174
867,1400000US24031706008,0,28,10,0,40,12,0,0,1678,60
868,1400000US24031706009,0,25,0,20,51,30,0,0,1790,88
869,1400000US24031706010,0,70,0,58,39,0,17,45,888,208
870,1400000US24031706012,8,14,9,36,0,34,0,77,1137,764
871,1400000US24031706013,65,18,0,0,32,11,19,0,867,89
872,1400000US24033800102,12,0,25,0,15,45,12,79,619,811
873,1400000US24033800103,11,0,52,75,10,0,12,15,190,719
874,1400000US24033800105,39,60,0,8,66,158,0,0,1265,212
875,1400000US24033800108,0,17,0,133,27,36,0,34,385,973
876,1400000US24033800109,0,52,105,52,83,111,126,76,707,728
877,1400000US24033800203,22,7,0,0,52,106,0,0,1355,47
878,1400000US24033800206,0,59,0,95,13,83,11,25,820,672
879,1400000US24033800208,26,62,78,163,49,102,0,48,1673,664
880,1400000US24033800210,24,0,14,128,0,0,37,130,154,920
881,1400000US24033800211,0,0,32,116,9,9,39,24,275,1082
882,1400000US24033800212,39,42,11,33,0,89,0,8,896,180
883,1400000US24033800213,9,63,7,59,30,59,15,15,1201,432
884,1400000US24033800215,0,42,0,120,0,28,0,29,483,550
885,1400000US24033800401,9,9,0,0,9,93,0,0,844,64
886,1400000US24033800402,20,60,0,0,20,72,0,12,1680,145
887,1400000US24033800403,48,61,0,0,11,94,0,0,1318,22
888,1400000US24033800409,21,181,12,46,48,102,0,50,1928,129
889,1400000US24033800410,60,51,20,23,43,157,0,0,1500,120
890,1400000US24033800411,0,52,29,48,0,38,35,49,956,444
891,1400000US24033800412,18,37,27,86,62,25,0,13,675,647
892,1400000US24033800504,0,60,0,13,21,124,0,39,1523,210
893,1400000US24033800505,49,29,0,32,65,12,0,0,843,59
894,1400000US24033800507,0,13,14,41,0,50,0,12,611,479
895,1400000US24033800509,44,141,0,12,77,286,0,17,3014,126
896,1400000US24033800511,66,173,0,61,60,124,0,21,1816,174
897,1400000US24033800513,73,84,0,49,69,122,0,30,1612,147
898,1400000US24033800515,36,108,8,93,0,71,0,0,1269,278
899,1400000US24033800516,14,58,0,59,0,28,0,0,1004,546
900,1400000US24033800517,18,101,16,0,23,81,0,0,1622,79
901,1400000US24033800518,0,66,0,0,0,76,0,13,1031,27
902,1400000US24033800520,39,51,0,0,45,84,0,21,667,231
903,1400000US24033800601,0,0,0,0,29,42,0,0,646,10
904,1400000US24033800604,0,69,0,15,9,59,0,48,470,63
905,1400000US24033800605,44,86,41,30,34,131,0,5,1290,146
906,1400000US24033800606,0,221,22,49,0,112,0,75,1833,657
907,1400000US24033800607,0,97,0,82,0,187,40,0,1749,213
908,1400000US24033800608,56,72,0,34,38,58,0,0,866,75
909,1400000US24033800701,101,55,0,14,74,143,0,13,1400,81
910,1400000US24033800705,0,63,0,0,35,17,0,9,1266,16
911,1400000US24033800706,14,128,0,0,111,48,0,0,1132,46
912,1400000US24033800707,11,15,0,0,0,79,16,5,846,267
913,1400000US24033800800,0,10,0,0,56,103,0,0,1155,58
914,1400000US24033800900,42,15,0,0,17,20,39,7,449,159
915,1400000US24033801003,106,97,0,0,76,96,0,0,1238,64
916,1400000US24033801004,0,53,0,0,0,121,0,0,1207,70
917,1400000US24033801104,0,0,27,42,0,0,0,18,0,787
918,1400000US24033801207,8,55,0,0,8,117,0,22,1188,163
919,1400000US24033801208,11,45,0,0,16,118,0,0,1120,115
920,1400000US24033801210,0,118,0,70,34,82,0,0,1381,133
921,1400000US24033801211,0,77,0,47,13,65,0,14,941,112
922,1400000US24033801212,43,57,0,46,12,104,0,0,980,162
923,1400000US24033801213,58,108,0,0,40,148,0,0,1176,32
924,1400000US24033801214,36,31,0,12,100,90,0,0,1274,363
925,1400000US24033801215,4,48,0,0,0,55,0,0,722,42
926,1400000US24033801217,0,63,0,23,0,116,0,24,938,103
927,1400000US24033801302,0,44,0,0,17,64,11,0,919,43
928,1400000US24033801305,9,120,36,46,63,238,0,24,1568,231
929,1400000US24033801307,5,0,0,43,9,101,0,0,1268,156
930,1400000US24033801309,31,27,0,0,9,96,0,27,1210,43
931,1400000US24033801310,52,88,0,38,21,112,0,0,1922,111
932,1400000US24033801311,11,113,0,34,33,74,0,32,1604,165
933,1400000US24033801312,0,59,0,122,14,121,0,15,1065,173
934,1400000US24033801404,16,93,45,81,20,108,14,38,1312,486
935,1400000US24033801405,63,17,0,81,39,189,39,84,929,644
936,1400000US24033801406,0,49,15,121,11,88,14,72,590,752
937,1400000US24033801407,60,132,0,127,0,320,0,69,1719,410
938,1400000US24033801408,0,43,32,226,0,51,0,144,823,789
939,1400000US24033801410,28,92,0,0,18,74,0,0,1181,0
940,1400000US24033801411,0,74,0,0,0,58,0,17,980,149
941,1400000US24033801500,0,69,0,6,24,85,0,16,695,120
942,1400000US24033801600,0,0,38,142,56,58,24,154,318,714
943,1400000US24033801701,22,87,45,134,45,64,35,67,940,606
944,1400000US24033801704,99,91,113,256,13,99,75,113,803,1597
945,1400000US24033801706,0,73,27,23,1,44,0,70,366,290
946,1400000US24033801707,12,26,59,412,27,168,32,156,706,1410
947,1400000US24033801708,0,34,42,196,0,75,4,90,546,723
948,1400000US24033801802,9,144,25,189,25,153,14,19,1039,673
949,1400000US24033801804,0,32,14,0,31,131,0,16,710,80
950,1400000US24033801807,105,49,35,223,42,184,87,89,894,1111
951,1400000US24033801808,0,46,13,359,35,61,55,31,559,970
952,1400000US24033801901,10,38,0,22,145,206,16,29,1553,120
953,1400000US24033801904,0,47,42,117,0,55,27,29,766,430
954,1400000US24033801905,11,52,0,34,12,187,19,20,1322,401
955,1400000US24033801906,3,38,34,82,22,56,27,50,374,381
956,1400000US24033801907,19,48,43,147,34,91,0,22,889,780
957,1400000US24033802001,35,16,58,438,0,35,95,158,636,1614
958,1400000US24033802002,35,140,0,122,0,161,18,44,1036,365
959,1400000US24033802103,21,60,0,0,30,54,0,25,984,104
960,1400000US24033802106,12,94,174,234,20,91,37,57,431,1271
961,1400000US24033802107,25,74,42,292,20,67,47,167,484,1163
962,1400000US24033802201,36,71,0,22,20,104,0,0,794,31
963,1400000US24033802204,20,331,0,0,106,290,0,27,2104,60
964,1400000US24033802301,19,115,0,24,110,254,0,78,1175,150
965,1400000US24033802404,0,205,32,446,0,25,25,105,603,1188
966,1400000US24033802405,0,123,0,156,48,122,20,98,724,852
967,1400000US24033802407,13,37,49,270,17,61,0,238,414,1599
968,1400000US24033802408,0,15,0,82,0,75,41,82,191,584
969,1400000US24033802501,0,101,21,153,43,83,50,16,598,892
970,1400000US24033802502,0,50,10,67,84,115,0,0,763,113
971,1400000US24033802700,0,94,0,32,20,120,0,16,655,214
972,1400000US24033802803,54,130,15,233,23,240,0,62,1123,890
973,1400000US24033802804,0,105,0,331,6,248,72,121,1276,851
974,1400000US24033802805,0,76,0,171,10,147,0,119,1133,520
975,1400000US24033802901,29,95,0,235,50,114,51,29,900,636
