OBJECTID,GEO.id,dec_10kl,dec_1015,dec_1519,dec_2025,dec_2530_x,dec_3035,dec_3540,dec_4050,dec_5059,dec_6069,dec_7079,dec_8089,dec_9099,dec_1124,dec_12549,dec_15074,dec_17599,dec_20049,dec_25099,dec_30099,dec_40099,dec_500749,dec_2530_y,dec_1000
855,1400000US24031705000,0,0,0,0,0,0,7,0,0,0,0,0,8,0,8,32,58,160,220,314,122,10,0,12
856,1400000US24031705100,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,8,98,124,317,309,301,0,71
857,1400000US24031705200,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,25,19,253,280,270,0,50
858,1400000US24031705400,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,18,22,162,237,308,0,24
859,,,,,,,,,,,,,,,,,,,,,,,,,
860,,,,,,,,,,,,,,,,,,,,,,,,,
861,1400000US24031705702,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,6,5,37,66,167,111,534,0,30
862,1400000US24031705800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,47,107,137,442,383,470,0,31
863,1400000US24031705902,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,19,6,66,82,334,229,324,0,29
864,1400000US24031705903,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,14,29,60,383,356,310,0,13
865,1400000US24031706005,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,7,0,19,93,187,418,0,303
866,1400000US24031706007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,60,29,7,75,331,562,604,0,91
867,1400000US24031706008,0,0,8,0,0,0,0,12,0,0,0,0,0,0,21,14,0,0,15,109,75,459,0,407
868,1400000US24031706009,0,0,0,0,0,0,7,6,0,0,0,0,0,35,16,6,0,15,9,188,265,427,0,262
869,,,,,,,,,,,,,,,,,,,,,,,,,
870,,,,,,,,,,,,,,,,,,,,,,,,,
871,,,,,,,,,,,,,,,,,,,,,,,,,
872,1400000US24033800102,0,0,0,0,0,0,0,7,0,0,19,34,34,62,141,103,50,30,0,5,0,0,0,7
873,1400000US24033800103,0,0,0,0,0,0,0,0,0,0,0,6,0,46,69,15,30,9,0,0,0,0,0,0
874,1400000US24033800105,0,0,0,0,0,0,0,6,0,0,0,7,30,554,84,140,19,18,14,0,0,0,0,0
875,,,,,,,,,,,,,,,,,,,,,,,,,
876,,,,,,,,,,,,,,,,,,,,,,,,,
877,1400000US24033800203,0,0,0,0,0,0,0,0,0,0,0,0,13,33,59,508,412,134,102,26,7,6,0,0
878,1400000US24033800206,0,0,0,0,6,0,0,0,0,42,113,20,39,68,31,70,141,110,49,28,0,0,6,0
879,1400000US24033800208,0,0,5,0,0,0,0,0,0,0,0,0,0,25,109,392,515,316,74,12,0,0,0,0
880,1400000US24033800210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,81,12,0,8,0,0,0,0,0
881,1400000US24033800211,0,0,0,0,0,0,0,0,0,8,0,0,0,89,18,67,102,34,16,10,0,0,0,0
882,,,,,,,,,,,,,,,,,,,,,,,,,
883,,,,,,,,,,,,,,,,,,,,,,,,,
884,,,,,,,,,,,,,,,,,,,,,,,,,
885,1400000US24033800401,0,0,0,0,0,0,0,0,0,0,0,0,0,14,267,354,57,45,39,27,0,0,0,0
886,1400000US24033800402,0,0,0,0,0,0,0,7,6,0,0,16,26,224,592,707,75,15,0,0,0,0,0,0
887,1400000US24033800403,0,0,0,0,0,0,6,0,0,0,5,0,0,0,386,456,35,18,0,12,0,0,0,0
888,1400000US24033800409,0,0,0,0,0,0,0,0,0,0,0,0,0,15,132,510,350,585,194,106,18,0,0,0
889,,,,,,,,,,,,,,,,,,,,,,,,,
890,,,,,,,,,,,,,,,,,,,,,,,,,
891,,,,,,,,,,,,,,,,,,,,,,,,,
892,1400000US24033800504,0,0,0,0,0,0,0,0,0,0,0,0,14,110,527,416,197,143,77,7,0,0,0,0
893,1400000US24033800505,0,0,0,0,0,0,0,0,0,0,0,0,0,26,440,339,42,7,0,0,0,0,0,0
894,1400000US24033800507,0,0,0,0,0,0,0,0,8,0,0,0,22,7,15,25,19,44,44,120,69,22,0,0
895,1400000US24033800509,0,0,0,0,0,0,0,0,0,8,0,6,44,181,114,598,285,216,232,119,20,0,0,7
896,1400000US24033800511,0,0,0,0,0,0,0,0,0,0,0,0,56,277,511,624,81,42,8,17,0,0,0,0
897,,,,,,,,,,,,,,,,,,,,,,,,,
898,,,,,,,,,,,,,,,,,,,,,,,,,
899,,,,,,,,,,,,,,,,,,,,,,,,,
900,,,,,,,,,,,,,,,,,,,,,,,,,
901,,,,,,,,,,,,,,,,,,,,,,,,,
902,,,,,,,,,,,,,,,,,,,,,,,,,
903,1400000US24033800601,0,0,0,8,0,0,0,0,0,0,0,0,0,154,368,59,16,0,0,0,0,0,0,0
904,1400000US24033800604,0,0,10,0,0,0,0,0,0,10,0,0,10,36,238,99,38,81,0,0,0,0,0,0
905,1400000US24033800605,0,0,0,0,0,0,5,0,0,0,8,10,38,128,293,84,135,209,43,52,12,2,0,0
906,1400000US24033800606,0,0,10,0,0,0,0,0,0,0,0,20,0,456,462,203,81,8,0,0,0,0,0,0
907,,,,,,,,,,,,,,,,,,,,,,,,,
908,,,,,,,,,,,,,,,,,,,,,,,,,
909,1400000US24033800701,0,0,0,0,0,7,0,0,15,15,13,5,17,44,284,389,139,287,120,17,0,0,0,0
910,,,,,,,,,,,,,,,,,,,,,,,,,
911,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,,,,,,
913,1400000US24033800800,0,0,0,0,0,0,0,0,7,0,10,32,27,36,13,100,128,191,111,84,39,28,0,0
914,1400000US24033800900,0,0,0,0,0,0,0,6,5,0,24,22,16,49,59,33,35,27,43,5,0,0,0,10
915,,,,,,,,,,,,,,,,,,,,,,,,,
916,,,,,,,,,,,,,,,,,,,,,,,,,
917,1400000US24033801104,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
918,1400000US24033801207,0,0,0,0,0,0,0,11,0,0,0,12,9,125,262,327,243,148,9,0,0,0,0,16
919,,,,,,,,,,,,,,,,,,,,,,,,,
920,,,,,,,,,,,,,,,,,,,,,,,,,
921,,,,,,,,,,,,,,,,,,,,,,,,,
922,,,,,,,,,,,,,,,,,,,,,,,,,
923,,,,,,,,,,,,,,,,,,,,,,,,,
924,,,,,,,,,,,,,,,,,,,,,,,,,
925,,,,,,,,,,,,,,,,,,,,,,,,,
926,,,,,,,,,,,,,,,,,,,,,,,,,
927,1400000US24033801302,0,0,0,0,0,0,0,0,0,14,0,33,6,41,158,138,44,96,17,37,34,48,0,0
928,1400000US24033801305,0,0,0,0,0,0,11,0,0,0,0,0,14,100,397,498,106,110,56,80,9,0,0,0
929,1400000US24033801307,0,0,0,0,0,0,0,0,0,0,0,0,0,45,50,165,184,128,94,188,121,25,0,6
930,1400000US24033801309,0,0,0,0,0,0,0,0,0,0,0,0,0,27,79,196,207,125,193,138,69,48,0,0
931,,,,,,,,,,,,,,,,,,,,,,,,,
932,,,,,,,,,,,,,,,,,,,,,,,,,
933,,,,,,,,,,,,,,,,,,,,,,,,,
934,1400000US24033801404,0,0,0,0,0,0,0,0,0,0,0,6,8,165,250,263,134,113,22,42,0,0,0,0
935,1400000US24033801405,0,0,0,0,0,0,0,0,0,0,7,53,80,336,207,81,20,54,32,0,0,0,0,0
936,1400000US24033801406,7,0,0,0,0,0,0,0,0,0,7,26,100,232,39,82,69,17,10,0,0,0,0,0
937,1400000US24033801407,0,0,0,0,0,0,11,0,0,9,0,36,84,130,515,571,206,96,28,0,0,0,0,0
938,,,,,,,,,,,,,,,,,,,,,,,,,
939,,,,,,,,,,,,,,,,,,,,,,,,,
940,,,,,,,,,,,,,,,,,,,,,,,,,
941,1400000US24033801500,0,0,0,0,0,0,0,0,13,20,6,17,144,349,193,50,6,0,0,0,0,0,0,0
942,1400000US24033801600,0,0,0,0,0,0,0,7,0,6,46,147,116,35,30,0,0,0,6,0,0,0,0,0
943,1400000US24033801701,0,0,0,0,8,0,0,0,16,0,12,0,22,82,259,222,48,22,0,6,0,0,8,0
944,1400000US24033801704,0,0,0,0,0,0,0,0,0,0,7,0,21,99,264,73,32,11,20,7,0,0,0,0
945,1400000US24033801706,0,0,0,0,0,0,0,0,0,0,0,7,32,113,91,46,11,0,0,0,0,0,0,0
946,1400000US24033801707,0,0,0,0,0,0,0,8,0,0,7,81,58,166,363,51,8,0,0,0,0,0,0,9
947,1400000US24033801708,0,0,0,0,0,0,0,8,0,6,0,0,20,82,119,162,62,0,0,0,0,0,0,0
948,1400000US24033801802,0,0,0,7,0,0,0,20,50,99,74,48,124,409,96,0,11,0,0,0,0,0,0,0
949,1400000US24033801804,0,0,0,0,0,0,0,0,0,0,6,9,27,145,327,167,15,16,6,0,0,0,0,0
950,1400000US24033801807,0,0,7,0,0,0,0,0,0,0,10,0,68,347,159,242,21,15,8,0,0,0,0,0
951,1400000US24033801808,0,0,0,0,0,0,0,18,0,0,0,0,22,64,168,144,81,0,0,0,0,0,0,0
952,1400000US24033801901,0,0,0,0,0,0,0,0,15,18,18,0,5,101,364,633,200,129,13,0,0,0,0,0
953,1400000US24033801904,0,0,0,0,0,0,0,0,0,0,0,9,21,99,217,145,68,21,19,14,0,0,0,0
954,1400000US24033801905,0,0,0,0,0,0,0,0,6,0,0,13,22,132,301,346,100,26,21,10,0,0,0,0
955,1400000US24033801906,0,0,0,0,0,0,2,0,0,0,9,31,64,193,73,9,2,11,0,0,0,0,0,0
956,,,,,,,,,,,,,,,,,,,,,,,,,
957,1400000US24033802001,0,0,0,21,0,10,0,0,0,0,0,26,8,143,192,106,23,0,0,0,0,0,0,0
958,1400000US24033802002,0,0,0,0,0,0,0,0,0,0,0,4,28,270,514,78,18,0,6,3,0,0,0,0
959,1400000US24033802103,0,0,0,0,0,0,6,0,0,0,5,25,63,208,544,41,6,0,0,0,0,0,0,0
960,,,,,,,,,,,,,,,,,,,,,,,,,
961,,,,,,,,,,,,,,,,,,,,,,,,,
962,1400000US24033802201,0,0,0,0,0,0,0,0,0,19,69,7,7,140,65,65,9,0,9,0,7,0,0,0
963,1400000US24033802204,0,0,0,22,0,0,0,0,0,0,6,8,55,506,556,410,112,23,0,0,0,0,0,0
964,1400000US24033802301,0,0,0,0,12,0,0,5,5,0,14,10,52,474,451,70,0,0,7,0,0,0,12,7
965,1400000US24033802404,0,0,0,0,0,7,0,0,41,48,39,40,14,91,127,19,10,0,0,0,0,0,0,0
966,1400000US24033802405,0,0,0,0,0,0,0,0,0,0,8,85,87,149,181,61,10,17,9,0,0,0,0,0
967,,,,,,,,,,,,,,,,,,,,,,,,,
968,,,,,,,,,,,,,,,,,,,,,,,,,
969,1400000US24033802501,0,0,0,0,7,0,0,0,11,0,8,36,27,108,205,44,0,0,0,0,0,0,7,0
970,1400000US24033802502,0,0,0,0,0,0,0,0,14,24,37,47,96,113,194,29,10,0,0,0,0,0,0,0
971,1400000US24033802700,9,0,0,7,8,0,0,7,7,21,48,106,130,145,107,5,17,0,6,0,0,0,8,10
972,1400000US24033802803,0,0,6,0,0,0,0,0,0,7,18,126,269,302,186,87,16,6,0,0,0,0,0,0
973,1400000US24033802804,0,0,0,0,0,0,0,0,10,0,8,0,34,374,587,176,34,0,0,0,0,0,0,0
974,1400000US24033802805,0,0,0,5,6,0,8,8,16,44,45,86,107,258,381,132,55,11,0,0,0,0,6,10
975,1400000US24033802901,0,0,0,0,0,0,13,13,25,13,84,138,115,233,172,18,7,2,0,0,0,0,0,7
