OBJECTID,GEO.id,acs_bpl,acs_bplp,acs_bplm,acs_bplf,acs_bplmp,acs_bplfp,acs_mi
448,1400000US51059491704,324,8.1,78,246,4.1,11.7,90000
449,1400000US51059491705,445,12,174,271,10.4,13.4,160043
450,1400000US51059491802,40,1.6,30,10,2.5,0.7,111031
451,1400000US51059491803,342,5.3,135,207,4.2,6.4,89639
452,1400000US51059492000,136,2.1,89,47,2.7,1.4,181833
453,1400000US51059492100,311,4.7,174,137,5.3,4.1,185000
454,1400000US51059492201,96,3.7,15,81,1.3,5.8,223032
455,1400000US51059492203,0,0,0,0,0,0,194659
456,1400000US51059492300,184,5.4,96,88,5.5,5.3,116591
457,1400000US51059492400,251,5.2,149,102,6.1,4.4,88269
458,1400000US51059492500,166,3.9,111,55,5.3,2.5,173854
459,1400000US51059980200,0,-,0,0,-,-,-
460,1400000US51059980300,0,-,0,0,-,-,-
461,1400000US51013100200,103,1.7,0,103,0,3.4,170185
462,1400000US51013100300,67,1.2,20,47,0.8,1.7,193036
463,1400000US51013100500,193,4.3,89,104,3.9,4.7,174792
464,1400000US51013100600,131,4.7,41,90,3.2,6.1,103393
465,1400000US51013100700,103,2.2,32,71,1.5,2.6,105089
466,1400000US51013100900,195,4.8,108,87,6.1,3.8,100476
467,1400000US51013101000,127,4,63,64,4.3,3.8,134630
468,1400000US51013101100,85,1.6,38,47,1.5,1.7,140417
469,1400000US51013101200,162,4.8,45,117,2.9,6.4,149271
470,1400000US51013101300,102,1.7,37,65,1.1,2.4,138558
471,1400000US51013101402,117,4.6,0,117,0,9.2,121636
472,1400000US51013101403,228,4.5,89,139,3.4,5.8,99595
473,1400000US51013101404,144,4.2,87,57,5.3,3.2,102819
474,1400000US51013101500,493,6.6,251,242,7.3,6.1,102205
475,1400000US51013101601,127,8.4,78,49,10.3,6.5,102159
476,1400000US51013101603,237,7.7,138,99,7.9,7.3,96941
477,1400000US51013101701,306,10.7,79,227,5.8,15,89412
478,1400000US51013101702,694,17.5,363,331,20.3,15.2,66974
479,1400000US51013101801,43,2.1,0,43,0,4.6,109676
480,1400000US51013101802,247,4.5,120,127,4,5.1,102169
481,1400000US51013101803,224,5.2,129,95,5.7,4.7,71963
482,1400000US51013102001,144,9.1,47,97,5.7,12.7,46688
483,1400000US51013102002,212,14.3,117,95,14.9,13.6,60956
484,1400000US51013102003,446,12,232,214,11.5,12.7,41392
485,1400000US51013102100,380,16,53,327,5.5,23.1,97115
486,1400000US51013102200,1663,24.7,660,1003,19.3,30.4,45581
487,1400000US51013102302,522,11.8,250,272,10.5,13.2,87381
488,1400000US51013102400,235,6.7,91,144,5.1,8.4,76836
489,1400000US51013102500,146,3.1,95,51,4,2.2,83322
490,1400000US51013102600,95,2.8,67,28,4.7,1.5,80161
491,1400000US51013102701,650,18,330,320,16.7,19.7,49412
492,1400000US51013102801,242,4.2,104,138,3.4,5.2,60881
493,1400000US51013102802,55,4.6,4,51,0.7,8.5,130987
494,1400000US51013102901,68,2.7,56,12,5,0.8,101012
495,1400000US51013103000,159,4.8,38,121,2.7,6.3,109673
496,1400000US51013103100,489,10.6,127,362,5.9,14.7,75700
497,1400000US51013103200,506,10,209,297,8.2,11.8,71451
498,1400000US51013103300,523,22.6,346,177,29,15.8,58173
499,1400000US51013103401,0,0,0,0,0,0,112563
500,1400000US51013103501,240,7.6,84,156,6.6,8.3,82183
501,1400000US51013103502,560,21.6,134,426,11.2,30.6,87038
502,1400000US51013103503,182,5.1,26,156,1.3,9.4,85361
503,1400000US51013103601,29,1.3,18,11,1.6,0.9,116184
504,1400000US51013103700,80,3.5,46,34,3.9,3.1,163889
505,1400000US51013103800,376,8.7,195,181,8.6,8.9,75179
506,1400000US51013980100,0,-,0,0,-,-,-
507,1400000US51013980200,0,0,0,0,0,-,67361
508,1400000US51059491103,730,10.7,381,349,10.5,11.1,94538
509,1400000US51510201300,264,8.1,129,135,7.8,8.4,96250
510,1400000US51510201400,260,6.2,156,104,7.7,4.8,99531
511,1400000US51510201500,85,2.7,60,25,4.1,1.5,145515
512,1400000US51510201801,306,6.3,144,162,5.9,6.6,103727
513,1400000US51510201802,261,13.8,77,184,9.4,17.1,137396
514,1400000US51510201900,31,2,8,23,1,2.9,104000
515,1400000US51510202002,140,6,45,95,4.3,7.3,89801
516,1400000US51510200102,264,6.5,115,149,5.1,8.2,70000
517,1400000US51510200104,546,15.3,222,324,13,17.5,62845
518,1400000US51510200105,458,11.7,274,184,12.3,10.9,47022
519,1400000US51510200106,98,3.8,12,86,1.1,5.8,76848
520,1400000US51510200201,217,6.9,32,185,2.1,11.8,74800
521,1400000US51510200202,39,2.6,0,39,0,4.5,146944
522,1400000US51510200302,202,4.9,88,114,5,4.9,99539
523,1400000US51510200303,380,8.5,119,261,5.8,10.7,59383
524,1400000US51510200403,14,1.1,14,0,1.9,0,106711
525,1400000US51510200404,25,0.7,0,25,0,1.3,137240
526,1400000US51510200406,533,12.1,231,302,10.7,13.5,58182
527,1400000US51510200407,166,4.2,55,111,3.2,5,64038
528,1400000US51510200703,389,15.4,171,218,12.7,18.5,96354
529,1400000US51510200801,60,2.2,10,50,0.7,3.7,132760
530,1400000US51510200802,211,7.3,103,108,6.8,7.9,86726
531,1400000US51510201000,100,3.9,25,75,2.3,5,79437
532,1400000US51510201100,54,1.9,28,26,2.1,1.6,130350
533,1400000US51510201202,62,1.9,20,42,1.1,2.9,89147
534,1400000US51510201203,955,17.7,454,501,15.7,20,44264
535,,,,,,,,
536,,,,,,,,
537,,,,,,,,
538,,,,,,,,
539,1400000US51610500100,61,2.4,28,33,2.1,2.8,135361
540,1400000US51610500200,457,8.4,106,351,4.4,11.5,92188
541,1400000US51059420400,117,5.4,64,53,5.8,5,61809
542,1400000US51059482002,55,1.7,0,55,0,3.4,109750
543,1400000US24031700105,111,1.6,13,98,0.4,2.8,101015
544,1400000US24031700304,581,8.2,288,293,8.1,8.3,99353
545,1400000US24031700607,216,2.6,121,95,2.9,2.2,143872
546,1400000US24031700611,12,0.2,0,12,0,0.4,152552
547,1400000US24031700710,345,5.3,183,162,5.3,5.3,90029
548,1400000US24031700718,80,2,0,80,0,4,110262
549,1400000US24031700723,355,12.8,141,214,11.9,13.4,50517
550,1400000US24031700815,577,7.3,414,163,10.5,4.1,77167
551,1400000US24031700820,405,14.7,144,261,10,20,71979
552,1400000US24031700824,102,3.8,66,36,4.9,2.7,151515
553,1400000US24033803001,202,7,84,118,6.4,7.6,69621
554,1400000US24033803002,235,8.4,73,162,5.7,10.7,63875
555,1400000US24033803100,355,15.6,217,138,20.8,11.1,55582
556,1400000US24033803200,473,16.2,280,193,18.7,13.6,51303
557,1400000US24033803512,141,2.2,81,60,3,1.7,82611
558,1400000US24033803519,197,5.8,39,158,2.8,7.8,67652
559,1400000US24033803525,369,13.1,169,200,12.8,13.3,50571
560,1400000US24033803613,198,4.6,146,52,6.7,2.5,51435
561,1400000US24033804001,627,13,244,383,10.6,15.2,39028
562,1400000US24033804400,312,12.7,125,187,11.1,14,51750
563,1400000US24033804900,705,21.3,161,544,13.8,25.3,41696
564,1400000US24033805601,1624,26.8,989,635,22.9,36.6,45581
565,1400000US24033805904,613,19.3,398,215,24.3,14,56750
566,1400000US24033806200,120,2.9,12,108,0.6,5.1,65581
567,1400000US24033806602,539,12.1,240,299,11.2,12.8,65154
568,1400000US24033806712,61,2.1,14,47,1,3.2,70422
569,1400000US24033807304,108,5.3,64,44,5.4,5.1,83163
570,1400000US24031700826,200,3.4,17,183,0.7,5.4,111601
571,1400000US24031700828,42,1.6,0,42,0,2.7,139231
572,1400000US24031700829,32,1.1,15,17,1.2,1.1,120229
573,1400000US24031700830,52,2.9,16,36,2.1,3.5,65000
574,1400000US24031700901,365,10.7,133,232,9.2,11.7,58911
575,1400000US24031701002,13,0.4,0,13,0,0.7,193393
576,1400000US24031701102,295,5.2,80,215,2.8,7.9,79701
577,1400000US24031701210,52,1.3,22,30,1.1,1.4,164688
578,1400000US24031701215,211,5.2,37,174,2.2,7.5,84841
579,1400000US24031701304,80,1.3,38,42,1.3,1.2,112364
580,1400000US24031701313,123,3.2,0,123,0,6.7,111429
581,1400000US24031701409,82,1.8,41,41,2,1.7,144132
582,1400000US24031701422,528,26.8,212,316,23,30.2,43333
583,1400000US24031701508,145,3.8,51,94,3.5,4,44517
584,1400000US24031701601,56,2.4,11,45,1,3.6,44329
585,1400000US24031701900,382,12.3,122,260,6.9,19.5,55104
586,1400000US24031702102,43,1.5,35,8,2.6,0.5,114318
587,1400000US24031702500,338,8.1,132,206,6.6,9.5,57067
588,1400000US24031703201,511,6.9,280,231,7.7,6.2,98641
589,1400000US24031703209,1258,23.2,517,741,22.4,23.8,52555
590,1400000US24031703218,43,2.4,14,29,2.3,2.5,53083
591,1400000US24031703301,278,6.4,133,145,6,6.7,78182
592,1400000US24031703402,210,6.1,109,101,6.2,6.1,83403
593,1400000US24031703602,90,3.3,0,90,0,6.2,109766
594,1400000US24031703902,1043,15.6,339,704,10,21.3,63698
595,1400000US24031704403,27,1.8,27,0,4.6,0,75242
596,1400000US24031704804,24,2.1,9,15,1.9,2.3,112431
597,1400000US24031705300,50,2.6,16,34,1.7,3.4,"250,000+"
598,1400000US24031705601,43,1.6,17,26,1.4,1.7,177750
599,1400000US24031705602,299,6.8,96,203,5.2,8.1,76995
600,1400000US24031705701,184,4.3,83,101,4.4,4.3,131500
601,1400000US24031705901,44,1.1,0,44,0,2,186513
602,1400000US24031706011,151,2.9,48,103,1.9,3.9,185066
603,1400000US24033800106,63,2.3,24,39,1.9,2.7,92031
604,1400000US24033800209,352,9.5,194,158,10.1,8.8,48464
605,1400000US24033800214,165,6.2,51,114,4,8.2,60833
606,1400000US24033800408,194,3,105,89,3.1,2.8,119063
607,1400000US24033800413,297,8.2,111,186,6.3,9.8,69135
608,1400000US24033800514,119,2.9,119,0,5.6,0,164518
609,1400000US24033800519,100,2.3,10,90,0.5,4.2,132986
610,1400000US24033800704,114,2.4,30,84,1.6,2.9,90271
611,1400000US24033801005,36,0.8,0,36,0,1.5,113750
612,1400000US24033801006,112,2.9,72,40,3.8,2,112689
613,1400000US24033801209,285,6.3,68,217,3.6,8.2,93108
614,1400000US24033801216,159,4.7,79,80,4.3,5,86797
615,1400000US24033801308,84,2,41,43,2,2.1,108446
616,1400000US24033801313,12,0.4,0,12,0,0.7,106635
617,1400000US24033801409,29,1.1,7,22,0.6,1.6,65919
618,1400000US24033801702,683,18.4,350,333,21.1,16.3,49403
619,1400000US24033801801,183,8.9,95,88,11.9,6.9,56047
620,1400000US24033801805,32,1.4,7,25,0.6,2.3,49583
621,1400000US24033802104,40,2,29,11,3.2,1,51542
622,1400000US24033802203,219,4.7,92,127,4.2,5.1,54393
623,1400000US24033802406,207,9.9,77,130,8,11.6,64531
624,1400000US24033802600,145,4.9,20,125,1.3,8.6,49336
625,1400000US24031700308,287,4.6,115,172,3.8,5.2,93201
626,1400000US24031700309,705,13.6,189,516,7.5,19.6,77215
627,1400000US24031700310,221,4.6,115,106,5,4.3,77681
628,1400000US24031700311,69,1.3,9,60,0.3,2.3,126970
629,1400000US24031700312,135,2.9,85,50,3.6,2.2,123113
630,1400000US24031700400,104,4.7,59,45,5,4.3,149779
631,1400000US24031700500,121,1.9,77,44,2.5,1.4,105481
632,1400000US24031700604,158,2.4,83,75,2.5,2.3,165893
633,1400000US24031700606,24,0.5,24,0,1.1,0,136367
634,1400000US24031700608,230,3.8,140,90,4.7,3,200952
635,1400000US24031700610,27,1.4,14,13,1.5,1.3,131053
636,1400000US24031700613,171,2.7,92,79,2.8,2.6,130268
637,1400000US24031700614,147,3.1,54,93,2.3,3.9,71563
638,1400000US24031700615,28,0.9,16,12,1,0.8,157031
639,1400000US24031700616,11,0.3,0,11,0,0.5,137542
640,1400000US24031700704,138,4.8,0,138,0,9.5,68523
641,1400000US24031700706,341,10.5,187,154,12.6,8.7,55720
642,1400000US24031700711,262,4.6,117,145,4.5,4.8,94861
643,1400000US24031700713,522,9.7,218,304,8,11.6,53431
644,1400000US24031700715,322,5.4,85,237,2.9,7.9,93990
645,1400000US24031700716,728,9.2,371,357,9.4,9,82917
646,1400000US24031700717,822,14,442,380,14.5,13.4,65029
647,1400000US24031700719,1086,16.5,452,634,13.4,19.7,62303
648,1400000US24031700720,333,10.1,194,139,11.9,8.4,85705
649,1400000US24031700721,221,9.6,59,162,5.7,12.6,58109
650,1400000US24031700722,150,3.2,81,69,3.4,3.1,76971
651,1400000US24031700724,678,23.9,252,426,17.8,30,47210
652,1400000US24031700810,181,3.6,61,120,2.5,4.5,96462
653,1400000US24031700811,322,7.2,146,176,7.4,7,90395
654,1400000US24031700812,62,1.4,25,37,1.2,1.7,87614
655,1400000US24031700101,89,2.2,57,32,2.7,1.6,156964
656,1400000US24031700103,80,1.4,19,61,0.7,2.1,169881
657,1400000US24031700104,286,6,85,201,3.8,7.9,115536
658,1400000US24031700204,12,0.6,2,10,0.2,1,86250
659,1400000US24031700205,149,2.6,45,104,1.6,3.5,133942
660,1400000US24031700206,34,0.6,34,0,1.2,0,115323
661,1400000US24031700207,701,12.5,307,394,11.3,13.6,92966
662,1400000US24031700208,22,1.1,15,7,1.6,0.7,112396
663,1400000US24031700306,301,4.3,188,113,5.7,3.1,100461
664,1400000US24031700813,552,9.7,324,228,11.1,8.1,66801
665,1400000US24031700816,315,3.9,145,170,3.7,4.1,69147
666,1400000US24031700817,354,7.3,163,191,8,6.9,81011
667,1400000US24031700818,733,12,378,355,11.7,12.3,63003
668,1400000US24031700819,174,2.7,146,28,4.6,0.9,88636
669,1400000US24031700822,121,7.5,20,101,3.3,9.9,61557
670,1400000US24031700823,168,5.4,69,99,4.5,6.2,108904
671,1400000US24033803300,425,10.2,138,287,7.3,12.6,61635
672,1400000US24033803401,189,13.5,73,116,11.2,15.4,49375
673,1400000US24033803402,789,16.6,292,497,14.5,18.2,54680
674,1400000US24033803508,1488,31.8,740,748,36.8,28.1,39864
675,1400000US24033803509,246,9.5,114,132,9.3,9.7,46333
676,1400000US24033803513,179,3.8,48,131,2.3,5,63939
677,1400000US24033803514,270,6.6,11,259,0.7,10.4,77284
678,1400000US24033803516,76,1.6,0,76,0,2.9,96929
679,1400000US24033806711,333,9.1,120,213,7.1,10.8,66944
680,1400000US24033806713,731,20.7,308,423,20.5,20.8,43646
681,1400000US24033806714,147,4.8,15,132,0.9,9.7,54816
682,1400000US24033806800,167,4.3,82,85,4.1,4.5,95450
683,1400000US24033806900,293,6.9,110,183,5.6,8,68958
684,1400000US24033807000,1457,27.9,934,523,32.9,22,60714
685,1400000US24033807102,257,9.6,232,25,15.3,2.2,71528
686,1400000US24033807200,2471,67.1,1491,980,70,63.2,18441
687,1400000US24033807301,812,23.9,480,332,27.4,20.1,63194
688,1400000US24033807305,189,5.4,60,129,3.3,7.6,68214
689,1400000US24033807404,122,2.7,59,63,2.5,3,80129
690,1400000US24033807407,112,1.9,0,112,0,3.7,77593
691,1400000US24033807408,108,2,38,70,1.5,2.6,80386
692,1400000US24033807409,468,13.8,227,241,12.5,15.3,72551
693,1400000US24033807410,252,7.1,129,123,7.1,7,52292
694,1400000US24033803520,22,0.5,0,22,0,0.9,125909
695,1400000US24033803521,145,3.2,33,112,2,3.9,104271
696,1400000US24033803522,100,2.6,26,74,1.6,3.4,88750
697,1400000US24033803523,150,3.9,41,109,2.5,5,131250
698,1400000US24033803524,25,0.8,25,0,1.7,0,70878
699,1400000US24033803526,120,3.7,43,77,2.7,4.7,91719
700,1400000US24033803527,70,2.2,14,56,1,3.2,93125
701,1400000US24033803601,152,4.3,90,62,5.6,3.2,88397
702,1400000US24033803602,242,14,89,153,13.1,14.6,63214
703,1400000US24033803605,720,10.5,347,373,10.6,10.4,75000
704,1400000US24033803606,156,3,39,117,1.5,4.5,70446
705,1400000US24033803608,323,6.3,30,293,1.3,10.7,73068
706,1400000US24033803610,247,8.2,93,154,6.2,10,56071
707,1400000US24033803612,437,14.9,212,225,16.7,13.4,46111
708,1400000US24033803700,193,8.2,56,137,4.7,11.8,59813
709,1400000US24033803801,291,13.8,124,167,11.8,15.9,55870
710,1400000US24033803803,526,9.2,173,353,5.7,13.2,60481
711,1400000US24033803900,327,7.9,166,161,7.4,8.6,65890
712,1400000US24033804002,498,12.3,180,318,8.5,16.3,54934
713,1400000US24033804101,140,4.7,47,93,3,6.6,66654
714,1400000US24033804102,987,14.8,278,709,9.6,18.8,60211
715,1400000US24033804200,286,9.5,130,156,8.9,10.1,88245
716,1400000US24033804300,681,18.1,347,334,19.6,16.8,50877
717,1400000US24033804600,412,14,217,195,15.2,12.8,52813
718,1400000US24033804700,490,13.5,213,277,11.1,16.2,69479
719,1400000US24033804801,378,16,187,191,15.5,16.5,41549
720,1400000US24033804802,589,21.6,164,425,11.9,31.4,34909
721,1400000US24033805000,724,14.2,170,554,8.6,17.8,51765
722,1400000US24033805101,242,6.5,140,102,6.8,6.1,44844
723,1400000US24033805201,933,22.9,494,439,25.3,20.7,50897
724,1400000US24033805202,510,13,245,265,11.5,14.8,52603
725,1400000US24033805500,332,10.2,147,185,8.6,12,62917
726,1400000US24033805602,1023,21.3,624,399,18.7,27.2,50621
727,1400000US24033805700,731,13.7,431,300,14.5,12.7,55208
728,1400000US24033805801,854,17.6,327,527,13.1,22.5,73045
729,1400000US24033805802,505,13.6,265,240,12.9,14.5,74250
730,1400000US24033805906,476,16.1,203,273,12.9,19.8,47716
731,1400000US24033805907,561,14.7,299,262,16.5,13,50036
732,1400000US24033805908,388,16.7,163,225,13.3,20.4,43478
733,1400000US24033805909,840,19.8,514,326,22.7,16.5,44231
734,1400000US24033806000,754,16.2,396,358,16.9,15.6,46821
735,1400000US24033806100,157,3.7,54,103,2.4,5.1,74441
736,1400000US24033806300,117,5.9,71,46,7.1,4.7,52404
737,1400000US24033806400,151,4.6,67,84,4,5.2,128065
738,1400000US24033806501,603,11.6,275,328,9.5,14.3,49784
739,1400000US24033806601,659,15.7,259,400,11.5,20.6,55625
740,1400000US24033806706,566,16.1,96,470,6,24.5,72055
741,1400000US24033806708,660,13.6,200,460,9.5,16.7,59917
742,1400000US24033806710,90,1.4,54,36,2,1,90052
743,1400000US24033803607,67,2,16,51,1,3.1,100982
744,1400000US24031701417,591,10.6,264,327,10.4,10.8,59217
745,1400000US24033801908,82,2.2,45,37,2.6,1.8,56984
746,1400000US24033807405,230,4.6,187,43,7.7,1.7,75607
747,1400000US24031704502,72,2.7,27,45,2.3,3.1,175742
748,1400000US24031700832,137,5.1,64,73,4.6,5.7,67241
749,1400000US24031700833,360,8.4,153,207,7.6,9,71545
750,1400000US24031700834,550,10.9,347,203,13.2,8.4,83413
751,1400000US24031700835,34,0.7,34,0,1.5,0,126652
752,1400000US24031700902,92,2.8,34,58,2.1,3.6,58966
753,1400000US24031700903,204,12.7,71,133,10.4,14.4,66912
754,1400000US24031700904,152,5.8,67,85,5.2,6.4,59478
755,1400000US24031700905,92,2.3,24,68,1.2,3.2,72025
756,1400000US24031701001,305,5.9,136,169,5.6,6.1,91705
757,1400000US24031701004,333,6.5,159,174,6.4,6.7,94063
758,1400000US24031701005,8,0.3,8,0,0.6,0,130144
759,1400000US24031701006,134,2.5,46,88,1.8,3,129063
760,1400000US24031701007,75,2.4,36,39,2.8,2.1,96250
761,1400000US24031701101,253,5.9,119,134,6.1,5.8,89939
762,1400000US24031701201,184,3.5,51,133,2,4.9,80509
763,1400000US24031701202,122,4.7,48,74,3.8,5.5,114635
764,1400000US24031701205,220,3.5,108,112,3.6,3.4,163715
765,1400000US24031701206,132,2.1,78,54,2.5,1.7,134531
766,1400000US24031701211,148,2.6,43,105,1.7,3.5,110938
767,1400000US24031701212,56,2,37,19,2.7,1.4,130743
768,1400000US24031701213,195,3.9,63,132,2.8,4.7,102748
769,1400000US24031701214,64,2.6,23,41,2.3,2.8,80679
770,1400000US24031701216,133,4,74,59,4.7,3.3,91071
771,1400000US24031701218,98,5.1,0,98,0,8.9,62870
772,1400000US24031701219,332,10.8,50,282,3.3,18.1,64707
773,1400000US24031701220,146,3.5,65,81,3.3,3.7,185804
774,1400000US24031701221,301,6.6,62,239,2.9,9.9,120855
775,1400000US24031701303,41,1.1,25,16,1.3,0.8,129318
776,1400000US24031701306,23,0.7,23,0,1.6,0,129844
777,1400000US24031701307,53,1.5,34,19,1.9,1.1,144511
778,1400000US24031701308,134,4.4,48,86,2.9,6.2,175982
779,1400000US24031701312,148,2.5,63,85,2.3,2.7,136563
780,1400000US24031701314,70,2.5,16,54,1.2,3.6,85588
781,1400000US24031701315,76,1.8,24,52,1.2,2.4,88529
782,1400000US24031701316,139,2.5,41,98,1.6,3.2,114083
783,1400000US24031701317,0,0,0,0,0,0,179280
784,1400000US24031701408,345,5.3,212,133,6.4,4.2,130281
785,1400000US24031701410,840,11.3,331,509,10,12.3,79924
786,1400000US24031701414,781,10.6,268,513,8.2,12.5,66920
787,1400000US24031701415,366,4.9,112,254,3.4,6,93144
788,1400000US24031701418,0,0,0,0,0,0,108087
789,1400000US24031701420,363,5.3,215,148,6.5,4.1,66881
790,1400000US24031701421,343,20.2,135,208,19.5,20.7,69833
791,1400000US24031701423,275,5.5,155,120,7.1,4.3,70857
792,1400000US24031701503,57,0.8,11,46,0.3,1.4,96657
793,1400000US24031701505,754,11.1,273,481,8.5,13.5,74583
794,1400000US24031701506,111,2.3,63,48,2.8,1.9,123309
795,1400000US24031701507,245,4.8,68,177,2.7,7,131875
796,1400000US24031701509,880,15.8,436,444,16.7,15,49044
797,1400000US24031701602,771,12.8,294,477,9.3,16.6,64363
798,1400000US24031701701,156,5,92,64,5.9,4,61452
799,1400000US24031701702,376,17,97,279,9.6,23.1,56949
800,1400000US24031701703,158,4.1,44,114,2.6,5.4,83472
801,1400000US24031701704,150,5.9,52,98,4.2,7.4,81903
802,1400000US24031701800,538,12.5,278,260,12.8,12.1,65556
803,1400000US24031702000,824,17.1,306,518,11.9,23.1,47034
804,1400000US24031702101,621,10.6,337,284,11.1,10,59429
805,1400000US24031701407,7,0.1,7,0,0.2,0,122813
806,1400000US24031702200,138,3.4,16,122,0.8,5.8,103551
807,1400000US24031702301,512,12.1,131,381,6.2,18,64192
808,1400000US24031702302,319,7.6,72,247,3.7,11.2,65250
809,1400000US24031702401,77,3.2,39,38,3.7,2.8,121118
810,1400000US24031702402,531,13.2,186,345,9.4,17,66017
811,1400000US24031702601,476,10.9,274,202,13.1,8.8,66744
812,1400000US24031702602,877,20,403,474,20.3,19.7,56635
813,1400000US24031702700,670,11.4,266,404,9.1,13.7,77050
814,1400000US24031702800,333,7.4,79,254,3.5,11.4,85290
815,1400000US24031702900,32,0.6,19,13,0.8,0.5,101905
816,1400000US24031703000,78,4.3,36,42,4,4.5,92857
817,1400000US24031703100,233,5.5,121,112,5.7,5.3,99464
818,1400000US24031703202,411,7.1,223,188,7.8,6.5,100417
819,1400000US24031703206,244,6.5,133,111,6.8,6.1,94250
820,1400000US24031703207,735,14.7,288,447,11.6,17.7,54205
821,1400000US24031703208,110,2.2,49,61,2,2.3,111835
822,1400000US24031703210,139,4.1,67,72,4,4.2,105313
823,1400000US24031703212,320,4.1,106,214,2.9,5,106554
824,1400000US24031703213,1012,18.2,479,533,18.5,18,41639
825,1400000US24031703214,895,13.8,325,570,10,17.6,47952
826,1400000US24031703215,210,7.5,84,126,6.1,8.7,85083
827,1400000US24031703216,275,8,91,184,6.5,9,51034
828,1400000US24031703219,121,3.6,23,98,2,4.4,52098
829,1400000US24031703220,613,13.6,228,385,11.9,14.8,51935
830,1400000US24031703221,441,8.9,258,183,10.8,7.2,103068
831,1400000US24031703302,327,7.7,120,207,5.9,9.5,80300
832,1400000US24031703401,451,8.4,212,239,7.9,8.9,73643
833,1400000US24031703403,608,18.1,397,211,22.1,13.5,68750
834,1400000US24031703404,260,8.9,128,132,8.4,9.4,57098
835,1400000US24031703501,1162,19,580,582,18.6,19.3,51429
836,1400000US24031703502,590,18.7,182,408,12.2,24.5,65069
837,1400000US24031703601,166,3.9,37,129,2.2,5.1,70795
838,1400000US24031703701,209,5.9,119,90,6.4,5.4,63228
839,1400000US24031703702,19,0.5,4,15,0.2,0.8,80536
840,1400000US24031703800,387,12.3,218,169,14.8,10.1,54271
841,1400000US24031703901,110,3.8,38,72,2.8,4.7,107589
842,1400000US24031704000,389,6.5,150,239,5.5,7.3,71750
843,1400000US24031704100,117,2.6,19,98,0.9,4,166014
844,1400000US24031704200,152,8.2,68,84,7.3,9.1,88558
845,1400000US24031704300,127,3.3,63,64,3.7,3,130989
846,1400000US24031704401,237,7.6,183,54,11.8,3.4,135536
847,1400000US24031704404,38,0.7,26,12,1,0.5,143194
848,1400000US24031704501,122,3.9,17,105,1.2,6.4,112037
849,1400000US24031704503,0,0,0,0,0,0,173274
850,1400000US24031704600,97,1.9,73,24,2.9,0.9,135278
851,1400000US24031704700,26,0.7,8,18,0.4,0.9,221641
852,1400000US24031704803,77,2.4,24,53,1.9,2.7,69949
853,1400000US24031704805,320,24.1,124,196,22.3,25.4,60250
854,1400000US24031704806,169,6,84,85,5.6,6.4,79861
855,1400000US24031705000,250,5.7,131,119,5.8,5.5,131897
856,1400000US24031705100,92,1.8,33,59,1.4,2.1,161111
857,1400000US24031705200,81,2.5,27,54,1.8,3.2,190909
858,1400000US24031705400,33,1.2,21,12,1.6,0.8,204911
859,1400000US24031705501,332,12.9,147,185,15.5,11.4,99600
860,1400000US24031705502,109,2.7,45,64,2.2,3.2,162188
861,1400000US24031705702,54,1.3,12,42,0.6,1.9,183792
862,1400000US24031705800,86,1.5,37,49,1.3,1.6,179022
863,1400000US24031705902,20,0.5,11,9,0.5,0.4,180417
864,1400000US24031705903,171,3.9,83,88,3.9,3.9,193173
865,1400000US24031706005,133,3,96,37,4.5,1.7,195441
866,1400000US24031706007,143,2.1,51,92,1.6,2.5,190801
867,1400000US24031706008,14,0.3,0,14,0,0.5,"250,000+"
868,1400000US24031706009,94,1.7,18,76,0.7,2.8,235833
869,1400000US24031706010,143,5,43,100,3.3,6.4,129231
870,1400000US24031706012,305,8.7,90,215,6.4,10.3,62042
871,1400000US24031706013,46,1.7,46,0,3.5,0,205045
872,1400000US24033800102,128,4.3,90,38,6.3,2.4,61085
873,1400000US24033800103,135,6.3,82,53,7.1,5.5,56659
874,1400000US24033800105,124,3.6,71,53,4.4,2.9,67574
875,1400000US24033800108,604,17.9,169,435,12.3,21.7,57400
876,1400000US24033800109,222,5.1,0,222,0,9.3,64089
877,1400000US24033800203,137,2.9,61,76,2.6,3.2,116359
878,1400000US24033800206,198,4.6,48,150,2.3,6.8,77773
879,1400000US24033800208,234,3.7,130,104,4.5,3,87108
880,1400000US24033800210,464,15.7,235,229,14.4,17.2,57643
881,1400000US24033800211,222,7.9,59,163,4.2,11.6,54297
882,1400000US24033800212,123,4.7,39,84,3.9,5.2,87206
883,1400000US24033800213,315,8,213,102,11.7,4.8,71940
884,1400000US24033800215,71,2.6,48,23,4.2,1.5,68090
885,1400000US24033800401,171,6.5,9,162,0.7,11.9,113295
886,1400000US24033800402,8,0.2,0,8,0,0.3,92463
887,1400000US24033800403,65,1.6,52,13,2.7,0.6,115565
888,1400000US24033800409,108,1.7,43,65,1.3,2,115083
889,1400000US24033800410,121,2.2,71,50,2.7,1.7,120243
890,1400000US24033800411,218,5.2,68,150,3.1,7.3,88182
891,1400000US24033800412,236,7.1,124,112,8.3,6.1,54819
892,1400000US24033800504,256,5.3,97,159,4.3,6.2,106250
893,1400000US24033800505,219,8.6,105,114,8.3,8.8,90096
894,1400000US24033800507,61,2.3,23,38,1.7,2.9,96653
895,1400000US24033800509,259,3.1,142,117,4,2.5,105774
896,1400000US24033800511,124,2.5,115,9,5,0.3,85085
