GEO_ID,tengen_1,tengen_2
1400000US24033805906,-1.93260446,1.016464216
1400000US24033805907,0.014801844,-0.436398751
1400000US24033805908,0.223682049,1.300924753
1400000US24033805909,-2.55548083,1.085944003
1400000US24033806000,0.153066054,-0.143867654
1400000US24033806100,1.10929561,0.929694612
1400000US24033806200,0.789072402,-0.10162829
1400000US24033806300,-0.124300403,0.555349587
1400000US24033806400,0.799980261,-0.232651587
1400000US24033806501,-1.166340066,-0.303196761
1400000US24033806601,-0.636737199,-0.254974902
1400000US24033806602,-0.683526867,0.498758013
1400000US24033806706,1.190077157,0.789938463
1400000US24033806708,-0.150449484,0.573058896
1400000US24033806710,1.789969282,0.757337434
1400000US24033806711,-0.504342812,1.381672409
1400000US24033806712,-0.529339381,0.130229875
1400000US24033806713,-2.996542883,1.527006056
1400000US24033806714,-0.907210372,-0.562326455
1400000US24033806800,0.09592947,-0.936702378
1400000US24033806900,-0.230917674,0.404870804
1400000US24033807000,0.423557956,-0.609073892
1400000US24033807102,0.557743209,-0.106042521
1400000US24033807200,-0.490775932,-0.978760895
1400000US24033807301,0.308991161,0.003271418
1400000US24033807304,-0.21845249,-1.251084337
1400000US24033807305,-0.630803901,-0.406215816
1400000US24033807404,0.239980769,-0.620703356
1400000US24033807405,0.56537043,-0.006130937
1400000US24033807407,0.218286712,-0.017675418
1400000US24033807408,0.248243125,-0.545203569
1400000US24033807409,-0.385203083,2.633775665
1400000US24033807410,0.030406734,0.088057777
1400000US51013100100,0.099998391,-0.795303137
1400000US51013100200,0.461092278,-0.434756262
1400000US51013100300,0.081498631,-0.650565699
1400000US51013100400,0.265106486,-0.767525361
1400000US51013100500,0.498036111,-0.375862712
1400000US51013100600,-0.08057966,-0.655694897
1400000US51013100700,0.035609276,-0.997022572
1400000US51013100800,0.9154931,1.132850302
1400000US51013100900,-0.362823029,-0.561785057
1400000US51013101000,1.7146935,0.682061652
1400000US51013101100,-0.068804424,-0.969486171
1400000US51013101200,0.115256196,-0.518685454
1400000US51013101300,-0.032776122,-0.741023209
1400000US51013101401,-0.691673207,-0.777863619
1400000US51013101402,0.225400756,-0.807231091
1400000US51013101403,-0.487622,-0.981914827
1400000US51013101404,-0.21845249,-1.251084337
1400000US51013101500,-0.234570294,-0.273047452
1400000US51013101601,0.162695747,-0.869936101
1400000US51013101602,-0.21845249,-1.251084337
