OBJECTID,GEO.id,acs_lf,dec_lfp,acs_em,acs_emp_x,acs_emp_y,acs_ue,acs_uep,acs_nw,acs_nwp,acs_flf,acs_flfp
1,1400000US11001007407,657,0.0,1113,53.8,53.8,198,9.6,81,36.7,1064,1064
2,1400000US11001007409,856,0.0,1253,52.4,52.4,217,9.1,42,38.6,1572,1572
3,1400000US11001007502,896,0.4,1259,41.2,41.2,277,9.1,20,49.3,1793,1793
4,1400000US11001007503,539,0.6,760,44.4,44.4,265,15.5,37,39.5,995,995
5,1400000US11001007504,609,0.0,968,47.7,47.7,58,2.9,0,49.4,1153,1153
6,1400000US11001007603,1469,0.0,2082,58.3,58.3,338,9.5,119,32.3,2154,2154
7,1400000US11001007604,950,0.0,1494,49.6,49.6,214,7.1,86,43.3,1695,1695
8,1400000US11001007605,934,0.0,1583,52.2,52.2,241,7.9,86,39.8,1642,1642
9,1400000US11001007707,913,0.0,1455,52.1,52.1,231,8.3,102,39.7,1642,1642
10,1400000US11001007708,641,0.0,975,48.0,48.0,236,11.6,0,40.4,1164,1164
11,1400000US11001007709,444,0.0,653,49.0,49.0,142,10.7,49,40.3,638,638
12,1400000US11001007803,678,0.0,974,42.0,42.0,420,18.1,66,39.9,1222,1222
13,1400000US11001007804,603,0.0,866,39.3,39.3,243,11.0,61,49.7,1330,1330
14,1400000US11001007807,553,0.0,725,45.7,45.7,191,12.0,11,42.3,952,952
15,1400000US11001007808,787,0.6,940,38.7,38.7,414,17.0,46,43.7,1410,1410
16,1400000US11001007809,643,0.0,822,41.0,41.0,245,12.2,0,46.8,1263,1263
17,1400000US11001007903,346,0.9,639,48.6,48.6,84,6.4,39,44.1,756,756
18,1400000US11001008001,869,0.0,1710,76.3,76.3,20,0.9,125,22.8,1272,1272
19,1400000US11001008002,1067,1.0,2090,69.6,69.6,176,5.9,147,23.5,1390,1390
20,1400000US11001008200,1260,0.0,2127,84.8,84.8,52,2.1,42,13.2,1392,1392
21,1400000US11001008301,723,0.0,1603,78.4,78.4,53,2.6,52,19.0,902,902
22,1400000US11001008402,912,0.0,1260,53.8,53.8,342,14.6,113,31.6,1418,1418
23,1400000US11001008410,395,0.0,929,66.1,66.1,130,9.3,60,24.6,510,510
24,1400000US11001008701,595,0.0,1043,60.8,60.8,171,10.0,41,29.2,897,897
25,1400000US11001008802,1073,0.9,1824,51.0,51.0,445,12.4,98,35.6,1948,1948
26,1400000US11001008803,371,1.3,733,55.2,55.2,86,6.5,17,37.0,646,646
27,1400000US11001008804,695,0.0,1111,49.2,49.2,225,10.0,28,40.8,1048,1048
28,1400000US11001008903,644,0.0,1007,58.1,58.1,251,14.5,0,27.4,899,899
29,1400000US11001009000,724,0.0,1231,54.4,54.4,42,1.9,63,43.8,1388,1388
30,1400000US11001009102,1161,0.0,1789,50.2,50.2,298,8.4,118,41.4,2018,2018
31,1400000US11001009201,313,0.0,628,61.9,61.9,39,3.8,35,34.3,495,495
32,1400000US11001009204,752,0.0,1133,55.4,55.4,169,8.3,19,36.4,1210,1210
33,1400000US11001000100,1457,0.3,3084,71.3,71.3,105,2.4,163,25.9,2184,2184
34,1400000US11001000201,493,0.0,994,23.5,23.5,0,0.0,0,76.5,2203,2203
35,1400000US11001000400,308,0.0,843,73.6,73.6,0,0.0,38,26.4,528,528
36,1400000US11001000702,1479,0.0,2460,80.6,80.6,145,4.7,206,14.7,1755,1755
37,1400000US11001001002,1479,1.3,2462,78.9,78.9,70,2.2,110,17.5,1830,1830
38,1400000US11001001401,733,0.4,1685,68.9,68.9,13,0.5,37,30.1,1204,1204
39,1400000US11001001702,876,0.0,1516,68.3,68.3,117,5.3,109,26.5,1253,1253
40,1400000US11001002201,833,0.0,1551,57.0,57.0,199,7.3,112,35.7,1380,1380
41,1400000US11001002501,520,0.0,1074,54.8,54.8,177,9.0,51,36.2,982,982
42,1400000US11001002801,874,0.0,1895,61.9,61.9,166,5.4,44,32.7,1483,1483
43,1400000US11001002900,992,0.5,2134,65.9,65.9,281,8.7,85,25.0,1417,1417
44,1400000US11001003301,894,0.4,1699,72.5,72.5,187,8.0,116,19.1,1135,1135
45,1400000US11001003600,1270,0.0,2516,70.6,70.6,151,4.2,57,25.2,1853,1853
46,1400000US11001004002,976,0.0,1893,85.3,85.3,26,1.2,44,13.5,1105,1105
47,1400000US11001004202,1008,1.0,1870,82.2,82.2,62,2.7,54,14.1,1206,1206
48,1400000US11001004702,491,0.0,725,48.5,48.5,222,14.8,17,36.7,692,692
49,1400000US11001004901,543,1.9,969,62.5,62.5,151,9.7,38,25.9,684,684
50,1400000US11001005600,1207,0.0,2687,54.1,54.1,79,1.6,161,44.3,2622,2622
51,1400000US11001006400,489,0.0,721,48.5,48.5,161,10.8,35,40.7,903,903
52,1400000US11001006801,655,0.8,1040,68.0,68.0,118,7.7,79,23.5,829,829
53,1400000US11001007100,962,0.0,1235,50.7,50.7,348,14.3,101,35.0,1443,1443
54,1400000US11001007403,740,0.0,1051,50.1,50.1,177,8.4,37,41.5,1223,1223
55,1400000US11001007408,626,0.0,813,41.3,41.3,112,5.7,18,53.0,1021,1021
56,1400000US11001007601,1021,0.3,1372,41.4,41.4,371,11.2,83,47.1,1773,1773
57,1400000US11001007703,1486,0.5,2024,53.7,53.7,594,15.8,159,30.0,2357,2357
58,1400000US11001007806,509,0.0,818,50.2,50.2,218,13.4,23,36.4,860,860
59,1400000US11001007901,933,0.2,1485,52.0,52.0,281,9.8,20,37.9,1635,1635
60,1400000US11001008302,706,3.3,1392,81.1,81.1,16,0.9,65,14.7,888,888
61,1400000US11001008702,404,0.0,737,48.5,48.5,176,11.6,94,40.0,775,775
62,1400000US11001008904,886,0.0,1417,51.2,51.2,425,15.4,18,33.4,1428,1428
63,1400000US11001009203,597,0.0,1248,56.1,56.1,248,11.1,63,32.8,906,906
64,1400000US11001009302,316,0.0,680,65.0,65.0,88,8.4,40,26.6,465,465
65,1400000US11001009504,757,0.0,1217,47.9,47.9,165,6.5,90,45.7,1344,1344
66,1400000US11001009509,775,0.0,1187,49.6,49.6,197,8.2,223,42.2,1359,1359
67,1400000US11001009602,764,0.0,994,44.9,44.9,339,15.3,0,39.8,1395,1395
68,1400000US11001009603,899,0.0,1273,51.6,51.6,311,12.6,113,35.8,1441,1441
69,1400000US11001009604,696,0.0,879,52.0,52.0,111,6.6,11,41.4,1187,1187
70,1400000US11001009700,770,0.0,968,52.0,52.0,267,14.3,48,33.7,1226,1226
71,1400000US11001009802,251,0.0,357,42.3,42.3,42,5.0,14,52.7,447,447
72,1400000US11001009807,915,0.0,1418,53.8,53.8,358,13.6,106,32.6,1414,1414
73,1400000US11001009904,427,0.0,726,61.3,61.3,118,10.0,10,28.7,647,647
74,1400000US11001009906,395,0.0,742,55.7,55.7,164,12.3,12,32.0,615,615
75,1400000US11001010500,1469,0.6,2803,72.4,72.4,235,6.1,128,20.9,1733,1733
76,1400000US11001010800,958,0.0,1388,20.4,20.4,97,1.4,0,78.2,4095,4095
77,1400000US11001000202,1209,0.0,2377,56.1,56.1,51,1.2,102,42.7,2220,2220
78,1400000US11001000300,1963,0.4,3806,75.5,75.5,139,2.8,261,21.3,2481,2481
79,1400000US11001000501,1445,0.0,2423,74.9,74.9,113,3.5,190,21.6,1920,1920
80,1400000US11001000502,1217,0.0,2152,76.4,76.4,21,0.7,99,22.8,1623,1623
81,1400000US11001000600,1423,0.8,2521,59.7,59.7,82,1.9,145,37.6,2462,2462
82,1400000US11001000701,1813,0.0,3111,71.0,71.0,70,1.6,163,27.4,2529,2529
83,1400000US11001000802,716,0.0,1460,65.1,65.1,36,1.6,89,33.3,1138,1138
84,1400000US11001000901,1456,0.0,2718,38.8,38.8,155,2.2,147,59.0,3923,3923
85,1400000US11001000902,528,0.6,1092,63.5,63.5,51,3.0,81,33.0,884,884
86,1400000US11001001001,2339,0.2,4040,62.7,62.7,95,1.5,303,35.6,3627,3627
87,1400000US11001001100,1299,0.2,2619,73.3,73.3,21,0.6,223,25.9,1973,1973
88,1400000US11001001200,1933,0.9,3249,73.2,73.2,91,2.0,147,23.9,2648,2648
89,1400000US11001001301,1447,0.0,2605,68.6,68.6,100,2.6,120,28.8,1997,1997
90,1400000US11001001302,2693,1.0,4859,74.7,74.7,141,2.2,178,22.2,3695,3695
91,1400000US11001001402,671,0.4,1346,55.1,55.1,76,3.1,107,41.4,1325,1325
92,1400000US11001001500,1241,0.0,2660,61.1,61.1,17,0.4,132,38.5,2407,2407
93,1400000US11001001600,1062,0.0,2156,61.1,61.1,57,1.6,240,37.3,1900,1900
94,1400000US11001001803,993,0.3,1609,62.3,62.3,259,10.0,92,27.3,1473,1473
95,1400000US11001001804,1356,0.0,2296,62.0,62.0,296,8.0,56,30.0,2065,2065
96,1400000US11001001901,1178,0.3,1928,57.6,57.6,178,5.3,166,36.8,2009,2009
97,1400000US11001002001,823,0.0,1605,72.1,72.1,16,0.7,100,27.2,1227,1227
98,1400000US11001002002,1152,0.0,1959,61.4,61.4,191,6.0,73,32.6,1819,1819
99,1400000US11001002101,1290,0.0,2231,55.2,55.2,380,9.4,151,35.4,2172,2172
100,1400000US11001002102,1340,0.3,2163,60.9,60.9,234,6.6,120,32.3,2094,2094
101,1400000US11001002202,849,0.0,1350,55.4,55.4,187,7.7,50,36.9,1413,1413
102,1400000US11001002301,659,0.0,1459,58.9,58.9,234,9.5,55,31.6,1060,1060
103,1400000US11001002302,317,0.8,632,33.7,33.7,45,2.4,29,63.1,628,628
104,1400000US11001002400,998,0.0,1937,58.3,58.3,351,10.6,111,31.1,1610,1610
105,1400000US11001002502,1505,0.0,2687,62.9,62.9,283,6.6,88,30.4,2274,2274
106,1400000US11001002600,624,0.0,1289,68.8,68.8,30,1.6,51,29.6,984,984
107,1400000US11001002701,1788,0.0,3924,80.5,80.5,151,3.1,132,16.4,2359,2359
108,1400000US11001002702,1711,0.2,3491,78.2,78.2,189,4.2,306,17.4,2174,2174
109,1400000US11001002802,1320,0.0,2449,73.0,73.0,172,5.1,57,21.9,1691,1691
110,1400000US11001003000,1202,0.6,1822,68.0,68.0,303,11.3,27,20.1,1485,1485
111,1400000US11001003100,672,0.0,1564,63.8,63.8,132,5.4,46,30.8,1007,1007
112,1400000US11001003200,1411,0.0,2504,69.0,69.0,223,6.1,129,24.9,1972,1972
113,1400000US11001003302,752,0.4,1488,76.7,76.7,200,10.3,143,12.7,911,911
114,1400000US11001003400,743,0.0,1399,31.6,31.6,351,7.9,34,60.5,2751,2751
115,1400000US11001003500,453,0.4,1075,55.4,55.4,143,7.4,55,36.8,862,862
116,1400000US11001003700,1668,0.0,2817,64.1,64.1,240,5.5,47,30.5,2525,2525
117,1400000US11001003800,1453,0.7,3423,88.1,88.1,111,2.9,119,8.4,1607,1607
118,1400000US11001003900,1829,0.4,3322,80.7,80.7,69,1.7,258,17.2,2217,2217
119,1400000US11001004001,1357,0.0,2626,86.5,86.5,116,3.8,146,9.7,1498,1498
120,1400000US11001004100,959,0.0,1844,74.4,74.4,92,3.7,97,21.9,1360,1360
121,1400000US11001004201,1232,0.0,2880,85.1,85.1,63,1.9,19,13.0,1392,1392
122,1400000US11001004300,1010,0.5,1885,68.8,68.8,100,3.6,24,27.1,1425,1425
123,1400000US11001004400,1806,1.4,3420,83.5,83.5,174,4.3,85,10.8,2055,2055
124,1400000US11001004600,892,1.1,1451,67.6,67.6,139,6.5,125,24.9,1186,1186
125,1400000US11001004701,978,1.2,965,37.1,37.1,512,19.7,44,42.1,1723,1723
126,1400000US11001004801,687,0.0,1089,64.4,64.4,95,5.6,44,29.9,913,913
127,1400000US11001004802,997,0.0,1842,70.5,70.5,153,5.9,116,23.7,1348,1348
128,1400000US11001004902,967,0.6,2002,86.0,86.0,76,3.3,26,10.1,1075,1075
129,1400000US11001005001,420,0.0,1244,83.4,83.4,22,1.5,0,15.1,439,439
130,1400000US11001005002,1596,1.5,3891,71.9,71.9,237,4.4,132,22.2,2211,2211
131,1400000US11001005201,1722,0.4,4085,80.9,80.9,187,3.7,113,15.0,2094,2094
132,1400000US11001005301,2547,0.3,5024,87.5,87.5,111,1.9,138,10.2,2819,2819
133,1400000US11001005500,2075,1.6,4214,73.1,73.1,140,2.4,191,22.9,2841,2841
134,1400000US11001005800,1086,1.5,2081,81.6,81.6,72,2.8,38,14.1,1311,1311
135,1400000US11001005900,1040,0.2,2048,52.4,52.4,341,8.7,0,38.6,1606,1606
136,1400000US11001006202,0,-,0,-,-,0,-,0,-,0,0
137,1400000US11001006500,1156,1.2,1880,81.4,81.4,46,2.0,122,15.4,1362,1362
138,1400000US11001006600,699,0.5,1299,76.8,76.8,25,1.5,55,21.2,939,939
139,1400000US11001006700,1421,1.0,2656,75.0,75.0,72,2.0,169,22.0,1847,1847
140,1400000US11001006802,720,0.0,1327,74.8,74.8,48,2.7,112,22.5,930,930
141,1400000US11001006804,0,0.0,3,0.1,0.1,0,0.0,0,99.9,433,433
142,1400000US11001006900,708,2.8,1386,72.0,72.0,106,5.5,126,19.6,887,887
143,1400000US11001007000,782,7.7,1472,70.6,70.6,48,2.3,65,19.4,1013,1013
144,1400000US11001007200,322,4.5,589,55.3,55.3,21,2.0,30,38.2,607,607
145,1400000US11001007301,414,46.8,458,26.6,26.6,44,2.6,113,24.0,754,754
146,1400000US11001007304,678,0.0,1088,40.8,40.8,235,8.8,103,50.4,1539,1539
147,1400000US11001007401,344,0.0,422,28.8,28.8,105,7.2,24,64.1,819,819
148,1400000US11001007404,716,0.0,985,47.4,47.4,167,8.0,10,44.5,1279,1279
149,1400000US11001007406,579,0.0,698,35.1,35.1,283,14.2,9,50.6,1243,1243
150,1400000US11001009301,1054,0.4,1614,56.6,56.6,206,7.2,138,35.8,1612,1612
151,1400000US11001009400,1325,0.0,1961,57.4,57.4,411,12.0,232,30.5,1917,1917
152,1400000US11001009501,1589,0.0,2677,50.7,50.7,260,4.9,45,44.3,2368,2368
153,1400000US11001009503,686,0.0,1228,48.3,48.3,178,7.0,240,44.7,1397,1397
154,1400000US11001009505,724,0.0,1202,55.4,55.4,52,2.4,100,42.2,1273,1273
155,1400000US11001009507,453,0.0,806,53.9,53.9,32,2.1,115,44.0,811,811
156,1400000US11001009508,669,0.0,1166,46.7,46.7,115,4.6,202,48.7,1448,1448
157,1400000US11001009601,663,0.0,775,49.7,49.7,167,10.7,73,39.5,1086,1086
158,1400000US11001009801,372,0.0,388,41.1,41.1,226,24.0,14,34.9,605,605
159,1400000US11001009803,675,0.0,745,41.0,41.0,334,18.4,0,40.6,1095,1095
160,1400000US11001009804,622,0.0,831,40.2,40.2,239,11.6,71,48.2,1296,1296
161,1400000US11001009810,576,0.0,805,47.4,47.4,111,6.5,27,46.1,1050,1050
162,1400000US11001009811,829,0.0,1002,43.4,43.4,347,15.0,28,41.6,1567,1567
163,1400000US11001009901,696,0.0,1088,60.3,60.3,73,4.0,123,35.6,1023,1023
164,1400000US11001009902,858,0.0,1120,48.4,48.4,325,14.0,73,37.6,1377,1377
165,1400000US11001009903,256,0.0,502,47.1,47.1,123,11.5,0,41.4,597,597
166,1400000US11001009905,685,0.0,981,49.8,49.8,281,14.3,69,35.9,1089,1089
167,1400000US11001009907,701,0.0,888,50.9,50.9,195,11.2,0,37.9,1160,1160
168,1400000US11001010100,781,0.4,1619,78.6,78.6,40,1.9,19,19.1,1065,1065
169,1400000US11001010200,1131,0.6,1723,69.6,69.6,110,4.4,39,25.4,1547,1547
170,1400000US11001010300,1218,9.2,1865,64.8,64.8,179,6.2,108,19.8,1466,1466
171,1400000US11001010400,1146,5.7,1542,40.2,40.2,745,19.4,26,34.7,1719,1719
172,1400000US11001010600,1048,0.0,2198,66.5,66.5,251,7.6,66,25.9,1491,1491
173,1400000US11001010700,790,0.0,1280,68.7,68.7,62,3.3,55,28.0,1108,1108
174,1400000US11001010900,727,0.0,920,39.1,39.1,275,11.7,21,49.3,1394,1394
175,1400000US11001011000,1534,6.7,2420,58.3,58.3,199,4.8,163,30.2,2229,2229
176,1400000US11001011100,1041,0.0,1701,45.8,45.8,344,9.3,179,45.0,2065,2065
177,1400000US11001001902,601,0.3,950,52.5,52.5,82,4.5,103,42.6,989,989
178,1400000US11001008100,1314,0.0,2498,84.6,84.6,61,2.1,97,13.3,1522,1522
179,1400000US11001000801,1832,0.0,3402,62.1,62.1,309,5.6,351,32.2,3040,3040
180,1400000US51059415100,777,0.9,1683,63.6,63.6,135,5.1,151,30.4,1431,1431
181,1400000US51059415401,1638,6.6,2820,77.5,77.5,139,3.8,179,12.1,1920,1920
182,1400000US51059416000,1370,0.6,2527,64.0,64.0,171,4.3,262,31.1,2124,2124
183,1400000US51059420100,912,1.0,1982,65.7,65.7,41,1.4,173,32.0,1491,1491
184,1400000US51059420800,825,1.7,1696,64.4,64.4,102,3.9,131,30.0,1253,1253
185,1400000US51059421200,447,0.5,847,58.1,58.1,43,2.9,152,38.5,765,765
186,1400000US51059421600,1482,0.9,2997,69.5,69.5,165,3.8,116,25.8,2161,2161
187,1400000US51059421800,1779,2.0,3108,75.7,75.7,264,6.4,247,15.9,2139,2139
188,1400000US51059422301,822,3.7,1647,73.7,73.7,111,5.0,213,17.7,1108,1108
189,1400000US51059422401,702,4.0,1332,78.5,78.5,50,2.9,50,14.6,897,897
190,1400000US51059430203,736,3.2,1505,65.4,65.4,125,5.4,237,25.9,1214,1214
191,1400000US51059430500,447,0.0,805,57.5,57.5,56,4.0,113,38.5,777,777
192,1400000US51059430901,1381,1.2,2572,73.9,73.9,69,2.0,219,22.9,1946,1946
193,1400000US51059431801,1309,0.5,2422,74.2,74.2,154,4.7,316,20.6,1798,1798
194,1400000US51059431900,807,6.5,1602,67.2,67.2,57,2.4,249,23.9,1209,1209
195,1400000US51059432300,1383,2.7,2569,60.4,60.4,158,3.7,279,33.2,2107,2107
196,1400000US51059432702,1142,1.9,2168,69.2,69.2,139,4.4,328,24.4,1621,1621
197,1400000US51059440600,740,0.0,1609,66.5,66.5,82,3.4,182,30.2,1224,1224
198,1400000US51059450200,1023,0.4,2163,73.7,73.7,91,3.1,161,22.8,1504,1504
199,1400000US51059450500,797,0.5,1334,66.9,66.9,193,9.7,172,22.9,1074,1074
200,1400000US51059450702,977,0.0,2338,78.1,78.1,64,2.1,18,19.7,1331,1331
201,1400000US51059451300,597,0.8,1203,65.9,65.9,76,4.2,151,29.2,874,874
202,1400000US51059451900,1797,2.0,3292,72.1,72.1,61,1.3,273,24.5,2463,2463
203,1400000US51059452102,865,0.0,1517,63.3,63.3,80,3.3,138,33.4,1343,1343
204,1400000US51059452502,1114,0.0,2393,65.5,65.5,227,6.2,128,28.3,1825,1825
205,1400000US51059452802,694,0.0,1299,52.9,52.9,80,3.3,128,43.9,1369,1369
206,1400000US51059460200,833,0.4,1826,62.2,62.2,85,2.9,173,34.6,1502,1502
207,1400000US51059460300,555,0.0,1257,62.1,62.1,61,3.0,205,34.9,984,984
208,1400000US51059460600,895,0.5,1920,58.1,58.1,55,1.7,247,39.7,1740,1740
209,1400000US51059461000,457,0.0,1061,65.4,65.4,29,1.8,154,32.8,817,817
210,1400000US51059461601,1594,1.8,3454,71.6,71.6,194,4.0,175,22.6,2315,2315
211,1400000US51059461901,1050,0.0,2042,69.4,69.4,125,4.2,165,26.4,1548,1548
212,1400000US51059470600,712,0.6,1454,62.9,62.9,31,1.3,119,35.1,1266,1266
213,1400000US51059471000,602,0.0,1179,73.6,73.6,37,2.3,140,24.0,884,884
214,1400000US51059471303,1256,0.0,2336,73.2,73.2,81,2.5,124,24.3,1761,1761
215,1400000US51059480202,899,2.1,1754,88.3,88.3,0,0.0,72,9.6,994,994
216,1400000US51059480501,881,0.5,1908,72.2,72.2,55,2.1,156,25.1,1305,1305
217,1400000US51059480802,848,0.9,2134,68.4,68.4,102,3.3,348,27.4,1417,1417
218,1400000US51059481000,1053,2.0,2387,75.5,75.5,106,3.4,354,19.1,1457,1457
219,1400000US51059481104,541,0.0,1515,74.6,74.6,0,0.0,155,25.4,1025,1025
220,1400000US51059481701,1546,0.9,3060,64.9,64.9,213,4.5,207,29.7,2405,2405
221,1400000US51059482301,1316,1.1,2447,69.4,69.4,202,5.7,328,23.8,1806,1806
222,1400000US51059482502,916,0.2,1820,78.6,78.6,52,2.2,294,19.0,1171,1171
223,1400000US51059490501,989,0.0,1847,70.8,70.8,250,9.6,186,19.6,1212,1212
224,1400000US51059491202,443,0.8,976,83.8,83.8,43,3.7,66,11.7,510,510
225,1400000US51059491401,1421,0.3,2750,75.4,75.4,74,2.0,215,22.2,1979,1979
226,1400000US51059491501,1936,0.7,3669,75.4,75.4,93,1.9,321,22.0,2743,2743
227,1400000US51059491703,1548,3.4,3043,80.0,80.0,197,5.2,171,11.4,1732,1732
228,1400000US51059491801,663,0.0,1728,82.6,82.6,15,0.7,108,16.7,936,936
229,1400000US51059492202,1674,3.4,3565,68.5,68.5,106,2.0,415,26.0,2624,2624
230,1400000US51059980100,0,-,0,-,-,0,-,0,-,0,0
231,1400000US51013100100,1089,1.0,2647,75.2,75.2,31,0.9,312,22.9,1639,1639
232,1400000US51013100400,720,1.5,1665,64.3,64.3,34,1.3,116,32.9,1301,1301
233,1400000US51013100800,382,0.0,772,69.4,69.4,20,1.8,58,28.8,533,533
234,1400000US51013101401,558,0.0,1002,87.9,87.9,16,1.4,52,10.7,614,614
235,1400000US51013101602,619,1.0,1123,82.5,82.5,0,0.0,113,16.6,745,745
236,1400000US51013101703,828,3.8,1866,79.7,79.7,0,0.0,12,16.4,1044,1044
237,1400000US51013101900,1006,2.4,1642,79.7,79.7,51,2.5,140,15.5,1253,1253
238,1400000US51013102301,462,0.0,916,78.7,78.7,54,4.6,8,16.7,586,586
239,1400000US51013102702,352,0.0,873,79.4,79.4,55,5.0,47,15.6,480,480
240,1400000US51013102902,1698,5.3,2982,83.0,83.0,14,0.4,307,11.3,1938,1938
241,1400000US51013103402,1504,4.8,2612,70.6,70.6,133,3.6,273,21.0,1989,1989
242,1400000US51013103602,593,2.6,922,86.8,86.8,12,1.1,1,9.4,663,663
243,1400000US51510200103,2222,0.2,4663,77.6,77.6,220,3.7,186,18.6,3108,3108
244,1400000US51510200107,2053,2.9,3738,83.2,83.2,108,2.4,180,11.6,2455,2455
245,1400000US51510200301,892,0.9,1706,74.8,74.8,73,3.2,131,21.1,1251,1251
246,1400000US51510200405,2744,1.1,4449,80.8,80.8,180,3.3,233,14.9,3239,3239
247,1400000US51510200500,1584,1.5,2849,78.7,78.7,92,2.5,303,17.3,1935,1935
248,1400000US51510200600,1303,2.0,2530,67.3,67.3,89,2.4,238,28.3,1944,1944
249,1400000US51510200701,347,6.4,644,89.9,89.9,0,0.0,45,3.6,373,373
250,1400000US51510200702,974,5.1,1922,68.0,68.0,21,0.7,241,26.2,1264,1264
251,1400000US51510200900,1306,1.2,2635,72.3,72.3,28,0.8,268,25.7,1980,1980
252,1400000US51510201204,794,1.4,1825,75.7,75.7,95,3.9,95,19.0,1110,1110
253,1400000US51510201600,1522,3.3,2902,74.2,74.2,76,1.9,149,20.6,2116,2116
254,1400000US51510202001,511,0.8,1094,64.5,64.5,43,2.5,107,32.2,878,878
255,,,,,,,,,,,,
256,1400000US51610500300,788,0.4,1865,65.8,65.8,78,2.8,185,31.1,1364,1364
257,1400000US51059415200,1036,3.3,1898,69.7,69.7,13,0.5,172,26.5,1558,1558
258,1400000US51059415300,1005,0.5,1977,61.0,61.0,87,2.7,145,35.9,1701,1701
259,1400000US51059415402,665,4.6,1229,58.6,58.6,33,1.6,190,35.2,1139,1139
260,1400000US51059415500,1418,2.6,2707,60.6,60.6,70,1.6,268,35.2,2599,2599
261,1400000US51059415600,617,1.3,1233,60.5,60.5,37,1.8,160,36.4,1053,1053
262,1400000US51059415700,754,2.6,1465,56.2,56.2,96,3.7,258,37.6,1414,1414
263,1400000US51059415800,1041,2.1,2167,63.6,63.6,99,2.9,415,31.3,1736,1736
264,1400000US51059415900,788,5.0,1545,63.7,63.7,7,0.3,134,30.9,1255,1255
265,1400000US51059416100,831,2.2,1790,61.9,61.9,28,1.0,245,35.0,1471,1471
266,1400000US51059416200,889,31.4,1092,44.2,44.2,63,2.5,256,21.9,1249,1249
267,1400000US51059416300,543,0.0,1173,66.6,66.6,123,7.0,72,26.4,846,846
268,1400000US51059420201,1039,0.8,1975,69.8,69.8,85,3.0,338,26.5,1529,1529
269,1400000US51059420202,650,3.5,1218,76.4,76.4,72,4.5,109,15.6,807,807
270,1400000US51059420203,606,1.4,1331,64.2,64.2,120,5.8,154,28.7,1016,1016
271,1400000US51059420300,1428,1.1,3337,69.7,69.7,165,3.4,501,25.8,2223,2223
272,1400000US51059420501,342,0.0,812,60.9,60.9,0,0.0,105,39.1,666,666
273,1400000US51059420502,367,3.2,904,69.2,69.2,10,0.8,34,26.9,524,524
274,1400000US51059420503,750,0.0,2116,84.6,84.6,31,1.2,91,14.2,921,921
275,1400000US51059420600,1141,2.2,2783,77.1,77.1,91,2.5,206,18.2,1589,1589
276,1400000US51059420700,1033,2.1,1984,66.2,66.2,61,2.0,264,29.7,1575,1575
277,1400000US51059421001,721,1.9,1396,64.6,64.6,117,5.4,97,28.0,1093,1093
278,1400000US51059421002,1499,3.3,2837,70.6,70.6,211,5.2,322,20.9,2034,2034
279,1400000US51059421101,1478,2.8,3254,76.7,76.7,0,0.0,463,20.5,2151,2151
280,1400000US51059421102,1047,4.2,1856,68.5,68.5,72,2.7,218,24.6,1577,1577
281,1400000US51059421103,1596,2.5,2942,74.1,74.1,85,2.1,452,21.2,2209,2209
282,1400000US51059421300,1142,3.9,2158,73.7,73.7,110,3.8,288,18.6,1428,1428
283,1400000US51059421400,1912,1.7,3137,68.1,68.1,463,10.1,54,20.1,2461,2461
284,1400000US51059421500,1379,1.5,3203,68.0,68.0,59,1.3,148,29.3,2400,2400
285,1400000US51059421701,869,0.4,2021,63.9,63.9,232,7.3,28,28.3,1375,1375
286,1400000US51059421702,1307,0.0,2536,75.2,75.2,150,4.4,267,20.3,1675,1675
287,1400000US51059421900,356,19.1,563,43.1,43.1,154,11.8,68,26.0,652,652
288,1400000US51059422000,952,3.4,1829,60.3,60.3,72,2.4,210,33.9,1607,1607
289,1400000US51059422101,1863,4.8,3777,75.3,75.3,166,3.3,268,16.6,2398,2398
