GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Owner occupied,Margin of Error; Total: - Owner occupied,Estimate; Total: - Renter occupied,Margin of Error; Total: - Renter occupied
1400000US11001009604,11001009604,"Census Tract 96.04, District of Columbia, District of Columbia",986,59,707,106,279,107
1400000US11001009700,11001009700,"Census Tract 97, District of Columbia, District of Columbia",945,135,308,89,637,133
1400000US11001009801,11001009801,"Census Tract 98.01, District of Columbia, District of Columbia",397,64,110,61,287,80
1400000US11001009802,11001009802,"Census Tract 98.02, District of Columbia, District of Columbia",509,88,96,48,413,90
1400000US11001009803,11001009803,"Census Tract 98.03, District of Columbia, District of Columbia",965,120,186,69,779,114
1400000US11001009804,11001009804,"Census Tract 98.04, District of Columbia, District of Columbia",1002,76,277,75,725,91
1400000US11001009807,11001009807,"Census Tract 98.07, District of Columbia, District of Columbia",1451,112,697,108,754,154
1400000US11001009810,11001009810,"Census Tract 98.10, District of Columbia, District of Columbia",938,95,44,56,894,107
1400000US11001009811,11001009811,"Census Tract 98.11, District of Columbia, District of Columbia",1510,157,124,69,1386,175
1400000US11001009901,11001009901,"Census Tract 99.01, District of Columbia, District of Columbia",954,96,827,113,127,65
1400000US11001009902,11001009902,"Census Tract 99.02, District of Columbia, District of Columbia",1110,112,875,111,235,107
1400000US11001009903,11001009903,"Census Tract 99.03, District of Columbia, District of Columbia",516,93,307,74,209,83
1400000US11001009904,11001009904,"Census Tract 99.04, District of Columbia, District of Columbia",715,112,127,78,588,112
1400000US11001009905,11001009905,"Census Tract 99.05, District of Columbia, District of Columbia",1051,100,397,92,654,112
1400000US11001009906,11001009906,"Census Tract 99.06, District of Columbia, District of Columbia",701,80,323,77,378,91
1400000US11001009907,11001009907,"Census Tract 99.07, District of Columbia, District of Columbia",1094,102,224,83,870,111
1400000US11001010100,11001010100,"Census Tract 101, District of Columbia, District of Columbia",1565,128,361,116,1204,116
1400000US11001010200,11001010200,"Census Tract 102, District of Columbia, District of Columbia",1714,161,477,103,1237,150
1400000US11001010300,11001010300,"Census Tract 103, District of Columbia, District of Columbia",1048,131,606,127,442,129
1400000US11001010400,11001010400,"Census Tract 104, District of Columbia, District of Columbia",1454,121,390,75,1064,127
1400000US11001010500,11001010500,"Census Tract 105, District of Columbia, District of Columbia",2507,208,542,136,1965,239
1400000US11001010600,11001010600,"Census Tract 106, District of Columbia, District of Columbia",1464,104,835,115,629,116
1400000US11001010700,11001010700,"Census Tract 107, District of Columbia, District of Columbia",1226,108,220,63,1006,114
1400000US11001010800,11001010800,"Census Tract 108.00, District of Columbia, District of Columbia",1018,98,75,43,943,99
1400000US11001010900,11001010900,"Census Tract 109, District of Columbia, District of Columbia",1126,102,109,70,1017,109
1400000US11001011000,11001011000,"Census Tract 110, District of Columbia, District of Columbia",2583,187,1874,215,709,197
1400000US11001011100,11001011100,"Census Tract 111, District of Columbia, District of Columbia",1641,124,1152,124,489,127
1400000US24031700101,24031700101,"Census Tract 7001.01, Montgomery County, Maryland",1370,68,1311,69,59,41
1400000US24031700103,24031700103,"Census Tract 7001.03, Montgomery County, Maryland",1838,65,1751,84,87,56
1400000US24031700104,24031700104,"Census Tract 7001.04, Montgomery County, Maryland",1812,108,1661,131,151,88
1400000US24031700105,24031700105,"Census Tract 7001.05, Montgomery County, Maryland",2081,84,1859,104,222,108
1400000US24031700204,24031700204,"Census Tract 7002.04, Montgomery County, Maryland",723,50,688,69,35,50
1400000US24031700205,24031700205,"Census Tract 7002.05, Montgomery County, Maryland",1775,56,1709,69,66,49
1400000US24031700206,24031700206,"Census Tract 7002.06, Montgomery County, Maryland",1908,41,1793,69,115,61
1400000US24031700207,24031700207,"Census Tract 7002.07, Montgomery County, Maryland",1956,55,1515,109,441,114
1400000US24031700208,24031700208,"Census Tract 7002.08, Montgomery County, Maryland",648,67,614,64,34,39
1400000US24031700304,24031700304,"Census Tract 7003.04, Montgomery County, Maryland",2550,96,1778,128,772,127
1400000US24031700306,24031700306,"Census Tract 7003.06, Montgomery County, Maryland",2424,83,2139,136,285,119
1400000US24031700308,24031700308,"Census Tract 7003.08, Montgomery County, Maryland",2375,111,1781,143,594,133
1400000US24031700309,24031700309,"Census Tract 7003.09, Montgomery County, Maryland",2041,95,1195,131,846,127
1400000US24031700310,24031700310,"Census Tract 7003.10, Montgomery County, Maryland",2237,89,1575,146,662,128
1400000US24031700311,24031700311,"Census Tract 7003.11, Montgomery County, Maryland",1728,119,1526,143,202,102
1400000US24031700312,24031700312,"Census Tract 7003.12, Montgomery County, Maryland",1550,90,1278,122,272,92
1400000US24031700400,24031700400,"Census Tract 7004, Montgomery County, Maryland",831,62,675,74,156,69
1400000US24031700500,24031700500,"Census Tract 7005, Montgomery County, Maryland",2159,197,1940,231,219,118
1400000US24031700604,24031700604,"Census Tract 7006.04, Montgomery County, Maryland",2172,96,2130,105,42,40
1400000US24031700606,24031700606,"Census Tract 7006.06, Montgomery County, Maryland",1473,25,1381,58,92,52
1400000US24031700607,24031700607,"Census Tract 7006.07, Montgomery County, Maryland",2521,78,2181,120,340,111
1400000US24031700608,24031700608,"Census Tract 7006.08, Montgomery County, Maryland",1842,65,1786,69,56,43
1400000US24031700610,24031700610,"Census Tract 7006.10, Montgomery County, Maryland",676,22,625,48,51,43
1400000US24031700611,24031700611,"Census Tract 7006.11, Montgomery County, Maryland",1629,85,1555,101,74,67
1400000US24031700613,24031700613,"Census Tract 7006.13, Montgomery County, Maryland",1973,93,1632,92,341,93
1400000US24031700614,24031700614,"Census Tract 7006.14, Montgomery County, Maryland",2124,120,1330,140,794,155
1400000US24031700615,24031700615,"Census Tract 7006.15, Montgomery County, Maryland",1008,31,971,49,37,37
1400000US24031700616,24031700616,"Census Tract 7006.16, Montgomery County, Maryland",1475,67,1433,72,42,35
1400000US24031700704,24031700704,"Census Tract 7007.04, Montgomery County, Maryland",1035,58,691,80,344,78
1400000US24031700706,24031700706,"Census Tract 7007.06, Montgomery County, Maryland",1337,87,392,90,945,98
1400000US24031700710,24031700710,"Census Tract 7007.10, Montgomery County, Maryland",2099,51,1688,126,411,117
1400000US24031700711,24031700711,"Census Tract 7007.11, Montgomery County, Maryland",1935,91,1367,126,568,124
1400000US24031700713,24031700713,"Census Tract 7007.13, Montgomery County, Maryland",1948,115,754,136,1194,156
1400000US24031700715,24031700715,"Census Tract 7007.15, Montgomery County, Maryland",1743,71,1507,107,236,102
1400000US24031700716,24031700716,"Census Tract 7007.16, Montgomery County, Maryland",2616,126,2236,168,380,134
1400000US24031700717,24031700717,"Census Tract 7007.17, Montgomery County, Maryland",2136,157,1331,187,805,175
1400000US24031700718,24031700718,"Census Tract 7007.18, Montgomery County, Maryland",1769,92,935,134,834,123
1400000US24031700719,24031700719,"Census Tract 7007.19, Montgomery County, Maryland",2133,182,999,192,1134,190
1400000US24031700720,24031700720,"Census Tract 7007.20, Montgomery County, Maryland",1162,37,653,121,509,124
1400000US24031700721,24031700721,"Census Tract 7007.21, Montgomery County, Maryland",1311,126,622,159,689,157
1400000US24031700722,24031700722,"Census Tract 7007.22, Montgomery County, Maryland",1683,130,900,163,783,175
1400000US24031700723,24031700723,"Census Tract 7007.23, Montgomery County, Maryland",1956,155,184,81,1772,153
1400000US24031700724,24031700724,"Census Tract 7007.24, Montgomery County, Maryland",1169,120,94,93,1075,133
1400000US24031700810,24031700810,"Census Tract 7008.10, Montgomery County, Maryland",1718,75,1470,104,248,89
1400000US24031700811,24031700811,"Census Tract 7008.11, Montgomery County, Maryland",1476,76,1135,125,341,96
1400000US24031700812,24031700812,"Census Tract 7008.12, Montgomery County, Maryland",1663,95,1373,106,290,98
1400000US24031700813,24031700813,"Census Tract 7008.13, Montgomery County, Maryland",2055,83,1673,169,382,167
1400000US24031700815,24031700815,"Census Tract 7008.15, Montgomery County, Maryland",2632,73,1969,201,663,191
1400000US24031700816,24031700816,"Census Tract 7008.16, Montgomery County, Maryland",2919,132,1465,178,1454,201
1400000US24031700817,24031700817,"Census Tract 7008.17, Montgomery County, Maryland",2480,78,959,166,1521,196
1400000US24031700818,24031700818,"Census Tract 7008.18, Montgomery County, Maryland",2572,111,589,144,1983,156
1400000US24031700819,24031700819,"Census Tract 7008.19, Montgomery County, Maryland",2284,113,1904,149,380,128
1400000US24031700820,24031700820,"Census Tract 7008.20, Montgomery County, Maryland",1020,77,467,93,553,123
1400000US24031700822,24031700822,"Census Tract 7008.22, Montgomery County, Maryland",744,43,520,109,224,113
1400000US24031700823,24031700823,"Census Tract 7008.23, Montgomery County, Maryland",1134,87,932,124,202,106
1400000US24031700824,24031700824,"Census Tract 7008.24, Montgomery County, Maryland",1086,38,1018,65,68,54
1400000US24031700826,24031700826,"Census Tract 7008.26, Montgomery County, Maryland",2697,125,1625,163,1072,158
1400000US24031700828,24031700828,"Census Tract 7008.28, Montgomery County, Maryland",898,33,792,89,106,88
1400000US24031700829,24031700829,"Census Tract 7008.29, Montgomery County, Maryland",1175,86,981,102,194,79
1400000US24031700830,24031700830,"Census Tract 7008.30, Montgomery County, Maryland",764,121,77,53,687,133
1400000US24031700832,24031700832,"Census Tract 7008.32, Montgomery County, Maryland",978,71,754,96,224,110
1400000US24031700833,24031700833,"Census Tract 7008.33, Montgomery County, Maryland",1393,105,1205,148,188,103
1400000US24031700834,24031700834,"Census Tract 7008.34, Montgomery County, Maryland",1699,109,1402,114,297,107
1400000US24031700835,24031700835,"Census Tract 7008.35, Montgomery County, Maryland",1333,46,1235,64,98,59
1400000US24031700901,24031700901,"Census Tract 7009.01, Montgomery County, Maryland",1731,119,799,116,932,137
